Node	Energy
P0	[29910.00000000131, 29810.00000000262, 29712.00000000393, 29592.00000000524, 29472.00000000655, 29368.000000007858, 29260.000000009168, 29144.000000010477, 29046.000000011787, 28938.000000013097, 28838.000000014406, 28738.000000015716, 28618.000000017026, 28522.000000018335, 28380.000000019645, 28278.000000020955, 28180.000000022264, 28058.000000023574, 27954.000000024884, 27846.000000026193, 27746.000000027503, 27634.000000028813, 27526.000000030122, 27426.000000031432, 27306.00000003274, 27074.00000003405, 26816.00000003536, 26434.00000003667, 26308.00000003798, 26218.00000003929, 26066.0000000406, 25838.00000004191, 25726.00000004322, 25538.00000004453, 25352.00000004584, 25146.00000004715, 24826.000000048458, 24664.000000049768, 24394.000000051077, 24082.000000052387, 23824.000000053697, 23666.000000055006, 23514.000000056316, 23388.000000057626, 23062.000000058935, 22932.000000060245, 22522.000000061555, 22350.000000062864, 22154.000000064174, 21908.000000065484, 21732.000000066793, 21556.000000068103, 21416.000000069413, 21142.000000070722, 20870.000000072032, 20730.00000007334, 20398.00000007465, 20180.00000007596, 19886.00000007727, 19600.00000007858, 19392.00000007989, 19250.0000000812, 19008.00000008251, 18846.00000008382, 18694.00000008513, 18462.00000008644, 18258.000000087748, 18008.000000089058, 17838.000000090367, 17648.000000091677, 17408.000000092987, 17174.000000094296, 16914.000000095606, 16552.000000096916, 16340.000000098225, 16160.000000099535, 15768.000000100845, 15580.000000102154, 15438.000000103464, 15184.000000104774, 15006.000000106083, 14860.000000107393, 14616.000000108703, 14388.000000110012, 14202.000000111322, 14060.000000112632, 13792.000000113941, 13506.000000115251, 13320.00000011656, 13166.00000011787, 12816.00000011918, 12708.00000012049, 12490.0000001218, 12212.00000012311, 12032.000000124419, 11866.000000125729, 11630.000000127038, 11510.000000128348, 11300.000000129658, 10918.000000130967, 10748.000000132277, 10522.000000133587, 10270.000000134896, 10140.000000136206, 9866.000000137516, 9644.000000138825, 9396.000000140135, 9224.000000141445, 9118.000000142754, 8930.000000144064, 8716.000000145374, 8408.000000146683, 8248.000000147993, 8068.00000014832, 7904.000000147993, 7728.000000147666, 7520.000000147338, 7310.000000147011, 7000.000000146683, 6770.000000146356, 6658.0000001460285, 6454.000000145701, 6336.000000145374, 6070.000000145046, 5906.000000144719, 5768.000000144391, 5640.000000144064, 5474.0000001437365, 5288.000000143409, 5100.000000143082, 4924.000000142754, 4618.000000142427, 4446.000000142099, 4316.000000141772, 4132.000000141445, 3880.000000141117, 3766.00000014079, 3498.0000001404624, 3272.000000140135, 3046.0000001398075, 2792.00000013948, 2606.0000001391527, 2510.0000001388253, 2246.000000138498, 2050.0000001381704, 1856.0000001382432, 1702.000000138325, 1554.000000138407, 1366.0000001384888, 1122.0000001385706, 986.0000001386525, 706.0000001387343, 490.0000001388086, 268.00000013878815]
P1	[29910.00000000131, 29758.00000000262, 29632.00000000393, 29522.00000000524, 29432.00000000655, 29320.000000007858, 29208.000000009168, 29104.000000010477, 28986.000000011787, 28888.000000013097, 28774.000000014406, 28646.000000015716, 28548.000000017026, 28406.000000018335, 28306.000000019645, 28206.000000020955, 28100.000000022264, 27982.000000023574, 27880.000000024884, 27780.000000026193, 27686.000000027503, 27576.000000028813, 27454.000000030122, 27338.000000031432, 27216.00000003274, 27036.00000003405, 26906.00000003536, 26814.00000003667, 26650.00000003798, 26364.00000003929, 26172.0000000406, 26062.00000004191, 25892.00000004322, 25670.00000004453, 25328.00000004584, 25168.00000004715, 25006.000000048458, 24832.000000049768, 24670.000000051077, 24480.000000052387, 24238.000000053697, 24080.000000055006, 23850.000000056316, 23646.000000057626, 23358.000000058935, 23088.000000060245, 22834.000000061555, 22472.000000062864, 22140.000000064174, 21894.000000065484, 21788.000000066793, 21624.000000068103, 21378.000000069413, 21252.000000070722, 21110.000000072032, 20890.00000007334, 20634.00000007465, 20360.00000007596, 20134.00000007727, 19908.00000007858, 19690.00000007989, 19482.0000000812, 19360.00000008251, 19096.00000008382, 18816.00000008513, 18700.00000008644, 18498.000000087748, 18346.000000089058, 18070.000000090367, 17802.000000091677, 17630.000000092987, 17436.000000094296, 17182.000000095606, 16956.000000096916, 16650.000000098225, 16490.000000099535, 16216.000000100845, 16072.000000102154, 15906.000000103464, 15688.000000104774, 15542.000000106083, 15374.000000107393, 15168.000000108703, 14936.000000110012, 14690.000000111322, 14574.000000112632, 14254.000000113941, 14154.000000115251, 13954.00000011656, 13728.00000011787, 13436.00000011918, 13228.00000012049, 12992.0000001218, 12828.00000012311, 12584.000000124419, 12446.000000125729, 12332.000000127038, 12106.000000128348, 11856.000000129658, 11652.000000130967, 11464.000000132277, 11288.000000133587, 11130.000000134896, 10946.000000136206, 10692.000000137516, 10520.000000138825, 10376.000000140135, 10152.000000141445, 9962.000000142754, 9750.000000144064, 9590.000000145374, 9314.000000146683, 8984.000000147993, 8722.000000149303, 8608.000000150612, 8462.000000151922, 7960.000000152434, 7724.000000152107, 7368.000000151779, 7178.000000151452, 6904.000000151124, 6732.000000150797, 6520.0000001504695, 6226.000000150142, 5980.000000149815, 5776.000000149487, 5578.00000014916, 5428.000000148832, 5248.000000148505, 5016.000000148178, 4872.00000014785, 4716.000000147523, 4550.000000147195, 4376.000000146868, 4196.0000001465405, 4088.000000146213, 3924.0000001458857, 3582.0000001455583, 3430.000000145231, 3280.0000001449034, 3088.000000144576, 2872.0000001442486, 2702.000000143921, 2424.0000001435938, 2260.0000001432663, 2082.000000142939, 1762.000000142939, 1450.0000001430208, 1222.0000001431026, 884.0000001431845, 684.0000001432663, 482.00000014332767, 328.0000001433072, 96.00000014328779]
P2	[29910.00000000131, 29786.00000000262, 29682.00000000393, 29574.00000000524, 29464.00000000655, 29326.000000007858, 29236.000000009168, 29108.000000010477, 29012.000000011787, 28918.000000013097, 28824.000000014406, 28726.000000015716, 28606.000000017026, 28490.000000018335, 28380.000000019645, 28278.000000020955, 28180.000000022264, 28064.000000023574, 27936.000000024884, 27838.000000026193, 27738.000000027503, 27624.000000028813, 27516.000000030122, 27420.000000031432, 27200.00000003274, 27026.00000003405, 26872.00000003536, 26734.00000003667, 26616.00000003798, 26462.00000003929, 26372.0000000406, 26124.00000004191, 25962.00000004322, 25766.00000004453, 25588.00000004584, 25416.00000004715, 25246.000000048458, 24946.000000049768, 24758.000000051077, 24504.000000052387, 24288.000000053697, 24070.000000055006, 23736.000000056316, 23426.000000057626, 23262.000000058935, 23088.000000060245, 22942.000000061555, 22764.000000062864, 22454.000000064174, 22340.000000065484, 22192.000000066793, 22040.000000068103, 21830.000000069413, 21650.000000070722, 21434.000000072032, 21256.00000007334, 20936.00000007465, 20770.00000007596, 20600.00000007727, 20392.00000007858, 20204.00000007989, 20068.0000000812, 19898.00000008251, 19628.00000008382, 19420.00000008513, 19234.00000008644, 19066.000000087748, 18946.000000089058, 18696.000000090367, 18606.000000091677, 18466.000000092987, 18200.000000094296, 17988.000000095606, 17770.000000096916, 17522.000000098225, 17306.000000099535, 17068.000000100845, 16826.000000102154, 16582.000000103464, 16422.000000104774, 16266.000000106083, 15982.000000107393, 15638.000000108703, 15484.000000110012, 15282.000000111322, 15124.000000112632, 14808.000000113941, 14620.000000115251, 14428.00000011656, 14190.00000011787, 13910.00000011918, 13652.00000012049, 13516.0000001218, 13356.00000012311, 13154.000000124419, 12876.000000125729, 12720.000000127038, 12500.000000128348, 12374.000000129658, 12218.000000130967, 12072.000000132277, 11898.000000133587, 11670.000000134896, 11506.000000136206, 11342.000000137516, 11144.000000138825, 10982.000000140135, 10572.000000141445, 10466.000000142754, 10316.000000144064, 10064.000000145374, 9906.000000146683, 9648.000000147993, 9448.000000149303, 9344.000000150612, 9224.000000151922, 9034.000000153232, 8766.000000154541, 8602.000000155851, 8384.00000015716, 8216.00000015847, 7936.000000158216, 7636.000000157888, 7400.000000157561, 7248.000000157233, 7140.000000156906, 6974.000000156579, 6826.000000156251, 6512.000000155924, 6280.000000155596, 5982.000000155269, 5788.0000001549415, 5564.000000154614, 5380.000000154287, 5186.000000153959, 5042.000000153632, 4892.000000153304, 4748.000000152977, 4540.00000015265, 4244.000000152322, 4022.0000001519948, 3806.0000001516673, 3544.00000015134, 3390.0000001510125, 3224.000000150685, 3104.0000001503577, 2922.0000001500302, 2584.000000149703, 2430.0000001493754, 2118.000000149048, 1894.000000148954, 1758.000000149036, 1568.0000001491178, 1424.0000001491996, 1296.0000001492815, 1176.0000001493634, 1076.0000001494452, 942.0000001495271, 832.0000001496089, 682.0000001496908, 528.0000001497726, 438.00000014977036, 280.0000001497499, 170.00000014972943, 76.00000014972261]
P3	[29910.00000000131, 29820.00000000262, 29706.00000000393, 29604.00000000524, 29492.00000000655, 29398.000000007858, 29288.000000009168, 29180.000000010477, 29082.000000011787, 28972.000000013097, 28876.000000014406, 28780.000000015716, 28676.000000017026, 28586.000000018335, 28470.000000019645, 28354.000000020955, 28252.000000022264, 28150.000000023574, 28028.000000024884, 27928.000000026193, 27824.000000027503, 27702.000000028813, 27576.000000030122, 27482.000000031432, 27204.00000003274, 26936.00000003405, 26796.00000003536, 26684.00000003667, 26582.00000003798, 26442.00000003929, 26272.0000000406, 26066.00000004191, 25880.00000004322, 25676.00000004453, 25488.00000004584, 25302.00000004715, 25082.000000048458, 24918.000000049768, 24792.000000051077, 24610.000000052387, 24408.000000053697, 24170.000000055006, 23858.000000056316, 23710.000000057626, 23544.000000058935, 23402.000000060245, 23132.000000061555, 22972.000000062864, 22846.000000064174, 22702.000000065484, 22542.000000066793, 22358.000000068103, 22180.000000069413, 21938.000000070722, 21542.000000072032, 21340.00000007334, 21048.00000007465, 20850.00000007596, 20564.00000007727, 20346.00000007858, 20176.00000007989, 19956.0000000812, 19822.00000008251, 19624.00000008382, 19484.00000008513, 19188.00000008644, 18922.000000087748, 18694.000000089058, 18502.000000090367, 18338.000000091677, 18134.000000092987, 17962.000000094296, 17804.000000095606, 17588.000000096916, 17388.000000098225, 17160.000000099535, 16878.000000100845, 16660.000000102154, 16496.000000103464, 16304.000000104774, 15952.000000106083, 15742.000000107393, 15488.000000108703, 15294.000000110012, 15120.000000111322, 14982.000000112632, 14650.000000113941, 14486.000000115251, 14334.00000011656, 14066.00000011787, 13740.00000011918, 13642.00000012049, 13474.0000001218, 13200.00000012311, 13010.000000124419, 12860.000000125729, 12662.000000127038, 12494.000000128348, 12300.000000129658, 12100.000000130967, 11940.000000132277, 11692.000000133587, 11528.000000134896, 11218.000000136206, 10744.000000137516, 10584.000000138825, 10370.000000140135, 10136.000000141445, 9998.000000142754, 9708.000000144064, 9420.000000145374, 9166.000000146683, 8968.000000147993, 8792.000000149303, 8608.000000150612, 8400.000000151922, 8212.000000153232, 8056.000000153092, 7796.000000152764, 7582.000000152437, 7396.000000152109, 7194.000000151782, 7048.0000001514545, 6856.000000151127, 6642.0000001508, 6458.000000150472, 6254.000000150145, 6076.000000149817, 5854.00000014949, 5662.000000149163, 5480.000000148835, 5208.000000148508, 4984.00000014818, 4828.000000147853, 4654.0000001475255, 4370.000000147198, 4138.000000146871, 3872.0000001465432, 3728.000000146216, 3424.0000001458884, 3264.000000145561, 3008.0000001452336, 2818.000000144906, 2632.0000001445787, 2430.0000001442513, 2306.000000143924, 2052.0000001435965, 1904.0000001436633, 1752.0000001437452, 1548.000000143827, 1396.000000143909, 1200.0000001439907, 940.0000001440726, 772.0000001441545, 594.0000001442363, 290.0000001442393, 164.00000014421886]
P4	[29910.00000000131, 29814.00000000262, 29712.00000000393, 29590.00000000524, 29494.00000000655, 29378.000000007858, 29272.000000009168, 29174.000000010477, 29074.000000011787, 28966.000000013097, 28864.000000014406, 28754.000000015716, 28638.000000017026, 28540.000000018335, 28412.000000019645, 28304.000000020955, 28200.000000022264, 28088.000000023574, 27970.000000024884, 27870.000000026193, 27768.000000027503, 27662.000000028813, 27546.000000030122, 27430.000000031432, 27270.00000003274, 26978.00000003405, 26762.00000003536, 26476.00000003667, 26338.00000003798, 26202.00000003929, 25984.0000000406, 25838.00000004191, 25600.00000004322, 25432.00000004453, 25084.00000004584, 24928.00000004715, 24736.000000048458, 24582.000000049768, 24300.000000051077, 24174.000000052387, 23994.000000053697, 23764.000000055006, 23554.000000056316, 23292.000000057626, 23086.000000058935, 22736.000000060245, 22464.000000061555, 22264.000000062864, 22112.000000064174, 21844.000000065484, 21548.000000066793, 21374.000000068103, 21152.000000069413, 20792.000000070722, 20634.000000072032, 20468.00000007334, 20132.00000007465, 20016.00000007596, 19748.00000007727, 19454.00000007858, 19210.00000007989, 19008.0000000812, 18918.00000008251, 18704.00000008382, 18572.00000008513, 18326.00000008644, 18010.000000087748, 17846.000000089058, 17650.000000090367, 17462.000000091677, 17286.000000092987, 17120.000000094296, 16802.000000095606, 16542.000000096916, 16222.000000098225, 16058.000000099535, 15778.000000100845, 15652.000000102154, 15528.000000103464, 15430.000000104774, 15168.000000106083, 14972.000000107393, 14706.000000108703, 14558.000000110012, 14312.000000111322, 14054.000000112632, 13776.000000113941, 13642.000000115251, 13422.00000011656, 13246.00000011787, 13140.00000011918, 12838.00000012049, 12590.0000001218, 12422.00000012311, 12288.000000124419, 12104.000000125729, 11798.000000127038, 11578.000000128348, 11284.000000129658, 10982.000000130967, 10850.000000132277, 10676.000000133587, 10512.000000134896, 10220.000000136206, 9942.000000137516, 9768.000000138825, 9558.000000140135, 9258.000000141445, 9058.000000142754, 8902.000000144064, 8576.000000145374, 8390.000000146683, 8258.000000147993, 8114.000000148287, 7962.000000147959, 7634.000000147632, 7486.0000001473045, 7356.000000146977, 7138.00000014665, 6988.000000146322, 6720.000000145995, 6562.000000145667, 6362.00000014534, 6170.000000145013, 5976.000000144685, 5732.000000144358, 5522.00000014403, 5316.000000143703, 5202.0000001433755, 5068.000000143048, 4848.000000142721, 4654.000000142393, 4474.000000142066, 4220.000000141738, 4050.000000141411, 3808.0000001410835, 3596.000000140756, 3470.0000001404287, 3344.0000001401013, 3122.000000139774, 2944.0000001394465, 2796.000000139119, 2636.0000001387916, 2512.000000138464, 2374.000000138137, 2070.0000001378094, 1752.000000137888, 1522.00000013797, 1242.0000001380517, 1120.0000001381336, 934.0000001382155, 786.0000001382973, 594.0000001383792, 374.0000001384201, 142.00000013839963]
P5	[29910.00000000131, 29816.00000000262, 29686.00000000393, 29572.00000000524, 29474.00000000655, 29362.000000007858, 29250.000000009168, 29142.000000010477, 29036.000000011787, 28940.000000013097, 28838.000000014406, 28732.000000015716, 28620.000000017026, 28496.000000018335, 28390.000000019645, 28284.000000020955, 28180.000000022264, 28076.000000023574, 27970.000000024884, 27848.000000026193, 27748.000000027503, 27622.000000028813, 27514.000000030122, 27394.000000031432, 27236.00000003274, 27124.00000003405, 26982.00000003536, 26780.00000003667, 26536.00000003798, 26290.00000003929, 26140.0000000406, 25936.00000004191, 25700.00000004322, 25406.00000004453, 25178.00000004584, 24994.00000004715, 24766.000000048458, 24478.000000049768, 24274.000000051077, 24098.000000052387, 23928.000000053697, 23746.000000055006, 23590.000000056316, 23352.000000057626, 23168.000000058935, 22788.000000060245, 22528.000000061555, 22350.000000062864, 22250.000000064174, 22026.000000065484, 21798.000000066793, 21560.000000068103, 21358.000000069413, 21128.000000070722, 20920.000000072032, 20530.00000007334, 20168.00000007465, 19974.00000007596, 19868.00000007727, 19726.00000007858, 19584.00000007989, 19404.0000000812, 19294.00000008251, 19134.00000008382, 18832.00000008513, 18594.00000008644, 18372.000000087748, 18098.000000089058, 17900.000000090367, 17748.000000091677, 17584.000000092987, 17414.000000094296, 17176.000000095606, 16882.000000096916, 16660.000000098225, 16462.000000099535, 16270.000000100845, 16042.000000102154, 15914.000000103464, 15738.000000104774, 15476.000000106083, 15242.000000107393, 15106.000000108703, 14876.000000110012, 14770.000000111322, 14590.000000112632, 14434.000000113941, 14236.000000115251, 14056.00000011656, 13848.00000011787, 13652.00000011918, 13480.00000012049, 13214.0000001218, 12938.00000012311, 12776.000000124419, 12588.000000125729, 12412.000000127038, 12242.000000128348, 12118.000000129658, 11964.000000130967, 11724.000000132277, 11430.000000133587, 11162.000000134896, 10870.000000136206, 10744.000000137516, 10456.000000138825, 10158.000000140135, 9916.000000141445, 9826.000000142754, 9646.000000144064, 9426.000000145374, 9276.000000146683, 9014.000000147993, 8858.000000149303, 8674.000000150612, 8556.000000151922, 8416.000000153232, 8118.000000154132, 7872.000000153805, 7608.000000153477, 7370.00000015315, 7180.000000152822, 7024.000000152495, 6802.000000152168, 6656.00000015184, 6454.000000151513, 6326.000000151185, 6120.000000150858, 5832.0000001505305, 5680.000000150203, 5412.000000149876, 5222.000000149548, 4934.000000149221, 4590.000000148893, 4414.000000148566, 4212.0000001482385, 3988.000000147911, 3858.0000001475837, 3578.0000001472563, 3338.000000146929, 3192.0000001466015, 3076.000000146274, 2844.0000001459466, 2706.000000145619, 2570.000000145292, 2374.0000001449644, 2150.000000144637, 1962.0000001443823, 1606.0000001444641, 1384.000000144546, 1116.0000001446278, 908.0000001447097, 794.0000001447916, 450.0000001448493, 270.00000014482885, 30.000000144814805]
P6	[29906.00000000131, 29788.00000000262, 29684.00000000393, 29578.00000000524, 29488.00000000655, 29368.000000007858, 29258.000000009168, 29154.000000010477, 29040.000000011787, 28944.000000013097, 28828.000000014406, 28720.000000015716, 28624.000000017026, 28502.000000018335, 28398.000000019645, 28302.000000020955, 28188.000000022264, 28066.000000023574, 27954.000000024884, 27850.000000026193, 27748.000000027503, 27638.000000028813, 27538.000000030122, 27438.000000031432, 27348.00000003274, 27136.00000003405, 26950.00000003536, 26682.00000003667, 26488.00000003798, 26280.00000003929, 26116.0000000406, 25996.00000004191, 25760.00000004322, 25462.00000004453, 25336.00000004584, 25076.00000004715, 24926.000000048458, 24712.000000049768, 24560.000000051077, 24328.000000052387, 24096.000000053697, 23898.000000055006, 23762.000000056316, 23536.000000057626, 23394.000000058935, 23140.000000060245, 22904.000000061555, 22754.000000062864, 22564.000000064174, 22176.000000065484, 21980.000000066793, 21724.000000068103, 21634.000000069413, 21384.000000070722, 21152.000000072032, 20932.00000007334, 20774.00000007465, 20526.00000007596, 20354.00000007727, 20102.00000007858, 19886.00000007989, 19550.0000000812, 19292.00000008251, 19100.00000008382, 18846.00000008513, 18572.00000008644, 18328.000000087748, 18198.000000089058, 17952.000000090367, 17810.000000091677, 17612.000000092987, 17522.000000094296, 17308.000000095606, 17078.000000096916, 16922.000000098225, 16724.000000099535, 16506.000000100845, 16380.000000102154, 16130.000000103464, 15976.000000104774, 15878.000000106083, 15618.000000107393, 15434.000000108703, 15232.000000110012, 15032.000000111322, 14722.000000112632, 14420.000000113941, 14182.000000115251, 14008.00000011656, 13752.00000011787, 13530.00000011918, 13358.00000012049, 13198.0000001218, 13002.00000012311, 12850.000000124419, 12730.000000125729, 12470.000000127038, 12330.000000128348, 12038.000000129658, 11900.000000130967, 11744.000000132277, 11600.000000133587, 11394.000000134896, 11184.000000136206, 10964.000000137516, 10830.000000138825, 10618.000000140135, 10454.000000141445, 10322.000000142754, 10090.000000144064, 9902.000000145374, 9644.000000146683, 9474.000000147993, 9304.000000149303, 9188.000000150612, 9028.000000151922, 8884.000000153232, 8744.000000154541, 8558.000000155851, 8268.00000015716, 8084.000000157875, 7866.000000157547, 7692.00000015722, 7432.000000156892, 7296.000000156565, 7136.000000156238, 6990.00000015591, 6818.000000155583, 6594.000000155255, 6462.000000154928, 6238.0000001546005, 5982.000000154273, 5812.000000153946, 5642.000000153618, 5516.000000153291, 5324.000000152963, 5030.000000152636, 4850.0000001523085, 4694.000000151981, 4386.000000151654, 4198.000000151326, 4002.000000150999, 3768.0000001506714, 3494.000000150344, 3324.0000001500166, 3172.000000149689, 2968.0000001493618, 2856.0000001490343, 2700.000000148707, 2556.0000001483795, 2376.000000148052, 2174.0000001477247, 1994.0000001475885, 1766.0000001476703, 1594.0000001477522, 1452.000000147834, 1184.000000147916, 1016.0000001479978, 878.0000001480796, 770.0000001481615, 642.0000001482433, 540.0000001483252, 388.00000014831835, 250.0000001482979, 160.00000014827742, 70.00000014827344]
P7	[29910.00000000131, 29820.00000000262, 29712.00000000393, 29586.00000000524, 29488.00000000655, 29398.000000007858, 29294.000000009168, 29192.000000010477, 29086.000000011787, 28982.000000013097, 28888.000000014406, 28790.000000015716, 28674.000000017026, 28576.000000018335, 28452.000000019645, 28356.000000020955, 28254.000000022264, 28158.000000023574, 28056.000000024884, 27956.000000026193, 27856.000000027503, 27740.000000028813, 27622.000000030122, 27506.000000031432, 27416.00000003274, 27212.00000003405, 27122.00000003536, 26938.00000003667, 26704.00000003798, 26532.00000003929, 26390.0000000406, 26262.00000004191, 26140.00000004322, 25942.00000004453, 25656.00000004584, 25516.00000004715, 25316.000000048458, 25100.000000049768, 24902.000000051077, 24800.000000052387, 24472.000000053697, 24302.000000055006, 24010.000000056316, 23796.000000057626, 23652.000000058935, 23554.000000060245, 23434.000000061555, 23278.000000062864, 23062.000000064174, 22906.000000065484, 22768.000000066793, 22548.000000068103, 22378.000000069413, 22038.000000070722, 21884.000000072032, 21642.00000007334, 21460.00000007465, 21242.00000007596, 21076.00000007727, 20844.00000007858, 20740.00000007989, 20524.0000000812, 20386.00000008251, 20098.00000008382, 19912.00000008513, 19746.00000008644, 19488.000000087748, 19310.000000089058, 19122.000000090367, 18916.000000091677, 18696.000000092987, 18380.000000094296, 18184.000000095606, 18048.000000096916, 17932.000000098225, 17646.000000099535, 17386.000000100845, 17296.000000102154, 17132.000000103464, 16924.000000104774, 16788.000000106083, 16598.000000107393, 16394.000000108703, 16174.000000110012, 15950.000000111322, 15608.000000112632, 15378.000000113941, 15228.000000115251, 14870.00000011656, 14716.00000011787, 14560.00000011918, 14384.00000012049, 14208.0000001218, 13992.00000012311, 13770.000000124419, 13632.000000125729, 13388.000000127038, 13198.000000128348, 12942.000000129658, 12688.000000130967, 12396.000000132277, 12230.000000133587, 11880.000000134896, 11726.000000136206, 11432.000000137516, 11238.000000138825, 11072.000000140135, 10802.000000141445, 10662.000000142754, 10426.000000144064, 10188.000000145374, 9966.000000146683, 9682.000000147993, 9532.000000149303, 9380.000000150612, 9192.000000151922, 8946.000000153232, 8842.000000154541, 8600.000000155851, 8380.00000015716, 8206.00000015847, 8052.0000001583685, 7796.000000158041, 7622.000000157714, 7430.000000157386, 7264.000000157059, 6972.000000156731, 6820.000000156404, 6678.000000156077, 6500.000000155749, 6298.000000155422, 6096.000000155094, 5880.000000154767, 5720.0000001544395, 5622.000000154112, 5470.000000153785, 5242.000000153457, 4946.00000015313, 4714.000000152802, 4516.000000152475, 4412.000000152148, 4160.00000015182, 3878.0000001514927, 3634.0000001511653, 3496.000000150838, 3226.0000001505105, 3004.000000150183, 2816.0000001498556, 2570.000000149528, 2402.000000149201, 2192.0000001488734, 2060.000000148546, 1908.0000001485732, 1728.000000148655, 1590.000000148737, 1304.0000001488188, 1172.0000001489007, 1040.0000001489825, 792.0000001490644, 684.0000001491462, 528.0000001492281, 348.00000014921267, 218.0000001491922, 128.00000014917174, 4.000000149174937]
P8	[29910.00000000131, 29812.00000000262, 29706.00000000393, 29604.00000000524, 29508.00000000655, 29398.000000007858, 29288.000000009168, 29188.000000010477, 29072.000000011787, 28972.000000013097, 28878.000000014406, 28764.000000015716, 28650.000000017026, 28554.000000018335, 28440.000000019645, 28346.000000020955, 28224.000000022264, 28130.000000023574, 28024.000000024884, 27916.000000026193, 27804.000000027503, 27700.000000028813, 27604.000000030122, 27470.000000031432, 27260.00000003274, 27132.00000003405, 26772.00000003536, 26644.00000003667, 26524.00000003798, 26310.00000003929, 26172.0000000406, 26018.00000004191, 25720.00000004322, 25538.00000004453, 25436.00000004584, 25282.00000004715, 25034.000000048458, 24784.000000049768, 24614.000000051077, 24430.000000052387, 24198.000000053697, 23982.000000055006, 23798.000000056316, 23512.000000057626, 23256.000000058935, 22986.000000060245, 22772.000000061555, 22494.000000062864, 22276.000000064174, 22100.000000065484, 21974.000000066793, 21754.000000068103, 21522.000000069413, 21348.000000070722, 21128.000000072032, 20906.00000007334, 20686.00000007465, 20420.00000007596, 20254.00000007727, 20098.00000007858, 19916.00000007989, 19772.0000000812, 19614.00000008251, 19432.00000008382, 19262.00000008513, 19078.00000008644, 18788.000000087748, 18626.000000089058, 18486.000000090367, 18268.000000091677, 18126.000000092987, 17952.000000094296, 17776.000000095606, 17606.000000096916, 17366.000000098225, 17008.000000099535, 16848.000000100845, 16718.000000102154, 16332.000000103464, 16180.000000104774, 15896.000000106083, 15676.000000107393, 15448.000000108703, 15086.000000110012, 14830.000000111322, 14524.000000112632, 14162.000000113941, 13956.000000115251, 13840.00000011656, 13604.00000011787, 13414.00000011918, 13244.00000012049, 12976.0000001218, 12858.00000012311, 12632.000000124419, 12424.000000125729, 12116.000000127038, 11948.000000128348, 11778.000000129658, 11448.000000130967, 10992.000000132277, 10776.000000133587, 10580.000000134896, 10372.000000136206, 10282.000000137516, 10170.000000138825, 9994.000000140135, 9718.000000141445, 9568.000000142754, 9306.000000144064, 9122.000000145374, 9012.000000146683, 8872.000000147993, 8630.000000149303, 8432.000000150612, 8126.000000151356, 7978.000000151029, 7812.000000150701, 7672.000000150374, 7304.000000150047, 7096.000000149719, 6956.000000149392, 6742.000000149064, 6652.000000148737, 6440.0000001484095, 6224.000000148082, 6092.000000147755, 5946.000000147427, 5764.0000001471, 5564.000000146772, 5356.000000146445, 5128.000000146118, 4862.00000014579, 4616.000000145463, 4470.000000145135, 4300.000000144808, 4038.0000001444805, 3810.000000144153, 3572.0000001438257, 3372.0000001434983, 3208.000000143171, 3070.0000001428434, 2894.000000142516, 2498.0000001421886, 2270.000000141861, 2088.0000001415337, 1944.0000001414974, 1644.0000001415792, 1224.000000141661, 954.0000001417429, 728.0000001418248, 328.00000014189015, 110.00000014187476]
