Node	Buffer
P75	[0.0, 3.9090920000000002, 10.256916, 15.848628000000001, 18.492756, 20.940796, 26.947048000000002, 30.401212, 34.829744, 37.602172, 37.602172, 47.95156, 51.113628, 53.674516000000004, 61.16605200000001, 64.582252, 66.804292, 72.972052, 77.98971999999999, 83.057252, 83.057252, 89.566316, 91.69299600000001, 97.989928, 97.989928, 95.840044, 98.69753999999999, 99.39924, 98.231116, 94.223772, 93.764464, 96.300244, 95.217896, 95.36669599999999, 93.85150399999999, 96.20864, 94.388232, 95.80207200000001, 96.759192, 96.759192, 95.785168, 94.9569, 99.880504, 98.29547199999999, 96.739824, 98.322576, 98.488672, 95.309848, 98.00689200000001, 94.615016, 91.757412, 96.490072, 97.549856, 95.657932, 98.825988, 97.085848, 94.795096, 95.244264, 93.998424, 93.998424, 93.6599, 93.770248, 96.977068, 89.443348, 90.69725199999999, 93.844872, 96.766376, 97.1343, 97.050152, 94.557848, 94.11998799999999, 95.256224, 97.43213200000001, 94.611888, 91.89142799999999, 90.730892, 99.314748, 96.923364, 96.77053599999999, 92.176544, 96.587516, 95.921536, 95.921536, 98.256468, 99.1231, 95.967156, 94.953472, 96.379096, 92.493224, 93.59485199999999, 91.26034, 94.745844, 91.344956, 94.450152, 92.684108, 95.764184, 98.32676000000001, 99.68266799999999, 97.762728, 95.976804, 93.12992799999999, 95.521176, 91.967872, 93.306596, 99.88481999999999, 96.51456, 92.92162, 98.70912, 94.743044, 95.27327199999999, 94.957832, 96.15534, 94.36910400000001, 94.373412, 93.134068, 94.143496, 94.163012, 94.76852, 95.60242799999999, 97.793828, 93.69478, 94.580004, 95.442952, 94.489432, 93.99107599999999, 97.239252, 99.611444, 94.311632, 97.360788, 94.651084, 94.874936, 99.34434800000001, 95.380068, 95.380068, 96.837368, 96.103232, 95.437772, 99.908824, 93.012032, 95.87876, 94.16166, 96.094768, 96.094768, 99.657604, 94.419872, 94.112392, 94.112392, 94.61976399999999, 96.702056, 91.356948, 96.05232000000001, 93.181464, 93.659616, 99.11836000000001, 90.729376, 98.742684, 96.55936, 96.55936, 96.55936]
P76	[0.0, 0.0, 6.384428000000001, 15.848628000000001, 18.492756, 20.940796, 26.947048000000002, 26.947048000000002, 30.401212, 37.602172, 40.485907999999995, 47.613564000000004, 51.113628, 53.674516000000004, 64.582252, 64.582252, 69.043208, 72.972052, 77.98971999999999, 80.49888, 83.057252, 89.566316, 94.61084, 97.989928, 98.327348, 96.915324, 98.073764, 97.861492, 93.809624, 96.03090800000001, 98.980564, 94.161216, 96.48642, 95.142128, 96.62794, 96.471116, 97.660028, 94.645824, 96.38946, 96.711844, 95.73416, 95.329516, 96.528604, 96.528604, 95.771852, 97.07333200000001, 95.441416, 93.934356, 92.805988, 89.7645, 93.88188, 94.626356, 94.739268, 94.45585600000001, 98.66722, 98.10782, 94.85865199999999, 94.85865199999999, 97.50212, 93.786684, 93.786684, 90.518772, 97.496148, 97.062812, 96.03596800000001, 92.906244, 96.76262, 92.680048, 96.193844, 96.74398, 95.13704800000001, 93.08262400000001, 96.47769600000001, 96.47769600000001, 96.708964, 96.249588, 91.906936, 92.239396, 96.663708, 94.64244000000001, 95.727356, 94.74233199999999, 96.704296, 97.501092, 95.75043199999999, 96.261132, 96.049012, 98.79634, 96.183172, 95.901464, 92.118188, 95.146032, 91.1311, 92.187768, 96.075704, 93.59082, 96.24822400000001, 98.59475599999999, 94.95186799999999, 94.75180800000001, 96.093504, 97.771516, 94.771528, 95.360924, 89.093192, 86.42502, 90.2533, 97.219712, 95.497784, 95.497784, 96.179444, 93.76332000000001, 98.088692, 97.111876, 94.101136, 94.68398, 95.821472, 97.799104, 97.958348, 96.860108, 98.02782, 94.249236, 96.124656, 94.831632, 98.70082, 95.754508, 94.029764, 98.421536, 95.156572, 98.65988399999999, 96.8339, 99.069676, 94.23592, 95.82348, 97.292276, 98.76286, 93.92082, 97.911384, 96.68732, 96.26206400000001, 94.366776, 94.1391, 93.965828, 95.41256, 97.146376, 92.991572, 96.37376, 98.913012, 95.118508, 96.179064, 96.239372, 92.925856, 91.584908, 95.71793199999999, 96.08484, 93.890072, 94.289132, 97.085784, 97.085784, 94.641764, 94.533188, 99.936796, 99.936796, 96.771916, 89.95786]
P77	[0.0, 6.384428000000001, 10.256916, 15.848628000000001, 18.492756, 20.940796, 26.947048000000002, 30.401212, 34.829744, 37.602172, 40.485907999999995, 44.451496, 51.113628, 53.674516000000004, 61.16605200000001, 64.582252, 64.582252, 75.158768, 77.98971999999999, 80.49888, 83.057252, 89.566316, 92.48416, 95.976604, 98.52869199999999, 94.8552, 99.972944, 98.08096400000001, 95.58555199999999, 94.945256, 94.945256, 93.72019999999999, 93.018148, 95.812776, 99.510296, 99.510296, 92.953604, 95.234964, 97.226908, 99.35756, 96.228212, 99.884064, 95.10280800000001, 94.96488, 99.479924, 97.621808, 95.251204, 95.494856, 96.506644, 92.18501599999999, 96.287888, 94.409852, 98.80839999999999, 92.589068, 94.250128, 95.07200399999999, 95.07200399999999, 95.07200399999999, 99.137784, 95.284892, 96.81854399999999, 96.60700800000001, 94.783372, 93.25806800000001, 89.592724, 87.080688, 94.610876, 97.60074399999999, 93.879588, 98.544664, 94.46508, 98.466156, 98.466156, 94.513936, 99.350344, 93.35322000000001, 97.846984, 95.933724, 91.940388, 99.18203199999999, 94.66650399999999, 94.222764, 98.792756, 98.792756, 95.941168, 99.049948, 97.574032, 95.399936, 99.138052, 95.34307600000001, 95.40039999999999, 95.10214, 97.130312, 99.00202, 99.67961199999999, 94.963912, 95.495872, 98.226148, 98.226148, 95.655704, 95.490824, 96.313216, 89.7261, 94.251204, 92.730056, 95.22288800000001, 92.447564, 99.41946, 96.719148, 97.119884, 94.857096, 94.857096, 94.350528, 95.225296, 95.426012, 96.544204, 93.832488, 94.67789599999999, 97.344584, 94.97357600000001, 94.427296, 95.043524, 91.375932, 97.143788, 96.29657999999999, 95.311048, 91.832448, 88.646336, 98.1183, 96.303832, 95.261968, 98.005408, 98.121012, 95.17211599999999, 94.336424, 96.032556, 99.627972, 97.49074399999999, 92.062304, 95.20481600000001, 95.607504, 95.074772, 94.348612, 95.463284, 94.35434000000001, 94.376908, 95.809124, 94.88702, 93.246452, 93.80886000000001, 95.16556800000001, 97.171612, 95.773612, 98.312656, 90.97161200000001, 89.763324, 93.071864, 98.668432, 96.04696, 99.167264, 99.167264, 94.800884, 94.800884]
P78	[0.0, 0.0, 10.256916, 12.349944, 18.492756, 20.940796, 24.596304, 30.401212, 34.829744, 40.485907999999995, 40.485907999999995, 47.95156, 51.113628, 59.088848000000006, 61.16605200000001, 66.804292, 69.043208, 69.043208, 75.158768, 80.49888, 83.057252, 89.566316, 97.989928, 97.989928, 97.989928, 99.45025199999999, 97.17084, 94.480612, 94.480612, 96.905968, 99.758764, 94.313704, 95.887104, 97.518584, 98.36151199999999, 96.056312, 98.112412, 95.56678, 94.78000800000001, 95.82797199999999, 96.36154, 98.0668, 95.055964, 98.087248, 96.274692, 99.467472, 96.26066399999999, 98.29252000000001, 98.1972, 89.014152, 95.853196, 94.857904, 95.449872, 93.35078, 97.719696, 97.719696, 95.57157600000001, 92.94894000000001, 96.02825200000001, 95.561216, 94.563396, 96.1115, 92.26908, 96.031444, 91.436084, 93.48861600000001, 98.306792, 94.641868, 94.641868, 95.865692, 96.10664, 99.240936, 95.625204, 95.743996, 95.285224, 88.375692, 96.076204, 93.017384, 95.51298799999999, 95.73271199999999, 88.369312, 94.070524, 95.547028, 96.91592, 96.62547599999999, 96.843964, 98.088712, 97.370048, 92.870972, 98.181496, 94.43532, 95.911444, 94.748532, 94.820508, 93.313252, 98.20879599999999, 95.34752, 98.852508, 96.839432, 98.612896, 95.36397199999999, 96.63898400000001, 90.740536, 95.218192, 91.998172, 93.647344, 91.843172, 96.452812, 95.962992, 96.719148, 98.509788, 95.92872, 98.166076, 98.166076, 96.12738, 97.55092400000001, 97.323216, 94.94402, 95.115956, 92.971052, 93.174968, 93.174968, 93.277888, 97.25338, 94.10068, 96.082648, 91.287188, 95.20529599999999, 96.911468, 96.593984, 96.40841999999999, 93.885224, 92.726844, 98.953976, 91.97308, 96.827144, 91.106488, 94.655132, 95.601348, 98.87583599999999, 99.843208, 93.65445199999999, 91.335792, 93.602968, 93.672168, 94.618992, 96.28071200000001, 98.516364, 97.359268, 96.370064, 92.793584, 97.627944, 98.650368, 95.100876, 98.488676, 95.105132]
P79	[0.0, 0.0, 10.256916, 15.848628000000001, 18.492756, 20.940796, 26.947048000000002, 30.401212, 37.602172, 37.602172, 40.485907999999995, 47.95156, 47.95156, 59.088848000000006, 61.16605200000001, 61.16605200000001, 66.804292, 75.158768, 75.158768, 80.49888, 83.057252, 89.566316, 92.48416, 97.989928, 97.989928, 96.96224, 99.734668, 99.301976, 99.698644, 99.589132, 95.106848, 95.18664, 95.18664, 94.764956, 94.617824, 95.118152, 95.1197, 94.586988, 94.667416, 95.954348, 96.90554399999999, 99.73578400000001, 94.04876800000001, 98.615976, 98.615976, 96.111248, 95.55296, 93.145968, 97.296012, 91.105588, 96.249008, 92.175652, 91.405372, 93.994472, 97.125548, 93.199068, 95.66704, 98.712276, 96.33738, 95.918496, 95.19704, 92.643064, 98.639704, 97.66818, 95.952692, 96.228068, 94.609236, 95.876564, 93.77679599999999, 93.756952, 93.756952, 95.988832, 93.367052, 97.06978000000001, 95.451164, 93.134848, 97.549972, 92.982744, 95.241884, 95.321804, 96.764804, 99.816556, 96.138164, 98.372092, 99.825772, 99.151384, 94.728252, 97.143268, 92.898216, 94.201464, 96.95785599999999, 95.717832, 95.994828, 97.859144, 93.530932, 97.531884, 96.885656, 94.78592, 96.71965999999999, 95.660304, 93.937444, 96.57533600000001, 91.281952, 94.132648, 93.74224, 92.045, 95.631188, 95.729804, 99.32134, 97.407108, 96.28276799999999, 93.089588, 95.53723600000001, 96.757944, 94.7611, 97.278796, 97.322504, 94.46722, 97.537292, 94.747328, 95.775208, 91.99662400000001, 91.452968, 96.644712, 91.885628, 99.16203999999999, 99.306392, 94.85611200000001, 93.008192, 95.082372, 92.25268, 97.36082, 94.78608, 95.77582799999999, 96.090148, 94.438024, 92.256412, 93.165036, 98.663872, 93.55386, 96.761948, 94.511692, 98.334856, 91.072496, 93.74441999999999, 97.421588, 95.938824, 94.799916, 98.591296, 94.666064, 96.27884399999999, 97.566372, 93.970928, 91.408232, 95.23201999999999, 98.943416, 98.943416, 98.943416, 98.943416]
P80	[0.0, 6.384428000000001, 6.384428000000001, 12.349944, 18.492756, 24.596304, 26.947048000000002, 30.401212, 32.6494, 37.602172, 40.485907999999995, 44.451496, 51.113628, 55.994676, 61.16605200000001, 64.582252, 66.804292, 72.972052, 77.98971999999999, 77.98971999999999, 83.057252, 83.057252, 94.61084, 97.989928, 98.073764, 98.073764, 95.840044, 99.338728, 95.79784000000001, 98.48362, 98.79456, 93.46578, 95.1986, 94.92692000000001, 93.732736, 98.127444, 95.279912, 94.60175199999999, 94.83071600000001, 96.265784, 97.970708, 96.300208, 95.77468, 95.692792, 95.05532799999999, 95.446156, 95.446156, 97.727944, 92.29938, 92.90273599999999, 94.406324, 94.130492, 95.067648, 94.69882, 96.026292, 95.278372, 96.76272, 96.916832, 96.330296, 99.205144, 98.46594400000001, 92.51558, 94.02485200000001, 96.501372, 94.919244, 96.613012, 97.8714, 93.63273600000001, 95.767104, 95.23191600000001, 94.67421999999999, 98.63633200000001, 94.514092, 94.694984, 92.258768, 88.906136, 97.729788, 91.72336800000001, 90.120496, 95.37278, 98.73334799999999, 93.526168, 95.74928799999999, 95.82544, 95.37917999999999, 95.746644, 96.40312800000001, 93.55848399999999, 94.529208, 97.789164, 94.431316, 95.311904, 97.342248, 93.293552, 96.931504, 94.298816, 98.826588, 94.567556, 95.939988, 95.421916, 95.402648, 93.497412, 89.16307599999999, 97.066144, 96.57110399999999, 95.45364, 94.249708, 94.204308, 98.46388400000001, 94.266312, 94.647472, 96.465232, 94.18972799999999, 93.190372, 99.756788, 98.160104, 95.746228, 96.43334, 95.73214, 98.488412, 94.605196, 94.70922, 88.548888, 96.650164, 99.16203999999999, 97.992148, 96.333072, 95.495836, 94.879332, 94.638576, 97.48107999999999, 98.45502400000001, 99.988868, 96.57005600000001, 93.355108, 89.833868, 86.207888, 89.067164, 96.916196, 92.63193600000001, 91.153276, 87.78738799999999, 92.81683600000001, 97.567884, 97.567884, 99.433308, 94.38034400000001, 93.653944, 94.411396, 95.19827199999999, 88.270524, 94.629936, 98.521544, 96.661828, 92.016196, 94.940496, 98.79583199999999, 96.284752]
P81	[0.0, 0.0, 10.256916, 12.349944, 18.492756, 20.940796, 26.947048000000002, 30.401212, 30.401212, 37.602172, 40.485907999999995, 44.451496, 44.451496, 53.674516000000004, 61.16605200000001, 64.582252, 66.804292, 72.972052, 77.98971999999999, 83.057252, 85.771752, 89.566316, 94.61084, 96.177948, 99.50752, 97.55432400000001, 96.890688, 96.026964, 95.76356, 99.172196, 98.014208, 94.343484, 96.293176, 94.027192, 96.37893600000001, 94.763936, 95.098556, 94.41944799999999, 95.127088, 98.106156, 95.702836, 95.702836, 94.204956, 96.644704, 96.404796, 96.62883599999999, 93.401152, 96.346488, 99.94029599999999, 91.690888, 97.27789999999999, 93.858008, 97.099848, 97.092512, 97.150956, 96.476456, 95.365192, 97.71958, 94.59449599999999, 97.10095600000001, 96.904788, 97.694516, 94.872088, 93.10109600000001, 94.39879599999999, 95.77553599999999, 95.77553599999999, 94.96879200000001, 95.570824, 95.242228, 97.310836, 98.443996, 97.21611999999999, 96.017552, 98.687692, 95.33506, 96.75332, 96.364252, 93.820048, 95.302712, 97.30326000000001, 96.755468, 99.44685199999999, 95.52068, 97.77663199999999, 95.096852, 95.06, 99.489736, 94.182532, 93.964248, 96.11354, 99.851732, 98.843496, 98.843496, 96.711748, 93.005488, 93.05458, 99.515156, 94.948724, 95.615412, 93.036352, 95.101512, 93.740344, 96.27001200000001, 93.086388, 93.49777999999999, 96.44796, 95.003288, 97.185068, 93.15006, 95.979524, 94.99917599999999, 95.485948, 96.378816, 96.03724, 95.69742, 95.450588, 95.496756, 95.496756, 99.41632, 97.98822, 99.324484, 96.22884, 96.37608, 91.634896, 95.864188, 97.665632, 94.22119599999999, 96.87230799999999, 92.535428, 98.20532, 93.43294, 96.94327200000001, 93.799596, 92.519352, 98.035288, 90.348532, 97.172468, 92.273096, 97.023488, 90.820108, 97.089928, 93.576632, 95.415024, 96.811664, 94.945516, 92.65035999999999, 94.279436, 93.599408, 97.519088, 90.59134]
P82	[0.0, 3.9090920000000002, 10.256916, 10.256916, 18.492756, 24.596304, 26.947048000000002, 30.401212, 32.6494, 37.602172, 40.485907999999995, 44.451496, 51.113628, 51.113628, 61.16605200000001, 64.582252, 66.804292, 69.043208, 75.158768, 80.54809200000001, 83.057252, 89.566316, 89.566316, 94.61084, 98.482792, 96.162632, 98.18688399999999, 93.012348, 95.46594400000001, 95.46594400000001, 98.654092, 95.708448, 93.090144, 94.92826, 94.982384, 96.03039199999999, 98.833832, 94.591432, 95.33948799999999, 98.45819999999999, 98.45819999999999, 99.90202000000001, 96.37764800000001, 96.94122, 94.130384, 93.38208399999999, 96.059116, 96.526208, 94.36086, 99.86196000000001, 94.17776, 93.880168, 98.954224, 95.440744, 98.957084, 98.699452, 95.310748, 96.30350800000001, 98.96315999999999, 98.96315999999999, 94.817668, 88.405828, 99.60222, 95.25177599999999, 96.372776, 93.80343599999999, 91.20703999999999, 95.270872, 95.270872, 95.77074, 95.808796, 99.014616, 95.41632, 95.56692799999999, 96.0661, 91.600904, 97.165, 91.804468, 99.108228, 99.67737199999999, 98.363476, 96.213364, 96.887816, 93.611172, 96.309232, 95.073068, 97.42831600000001, 94.452736, 92.373844, 94.524864, 92.37698800000001, 94.764848, 89.31928, 98.836704, 94.26828400000001, 96.795392, 97.979428, 94.875692, 96.0203, 95.541032, 98.71696399999999, 95.264292, 96.424228, 96.927044, 93.848804, 99.927676, 91.588584, 95.57856799999999, 91.285224, 93.496588, 94.644628, 95.433836, 99.17094, 92.937104, 95.1784, 96.271312, 96.271312, 98.07812799999999, 96.619748, 98.939352, 94.57254, 95.150392, 93.554852, 97.723884, 95.72522, 96.38312, 99.306392, 99.306392, 94.834304, 99.75539599999999, 96.858852, 98.583916, 96.066216, 99.678332, 96.451224, 95.998472, 93.594708, 96.648704, 95.928756, 95.962788, 94.432552, 96.83604, 94.209988, 92.792164, 98.104452, 99.21390799999999, 95.857784, 96.991888, 95.12545999999999, 94.123824, 87.196076, 93.340332, 97.426728, 91.896756, 88.622264]
P83	[0.0, 10.256916, 10.256916, 15.848628000000001, 18.492756, 20.940796, 26.947048000000002, 30.401212, 34.829744, 37.602172, 40.485907999999995, 44.451496, 51.113628, 53.674516000000004, 61.16605200000001, 64.582252, 66.804292, 75.158768, 77.98971999999999, 83.057252, 83.057252, 85.771752, 85.771752, 97.989928, 97.989928, 98.11036800000001, 98.52869199999999, 95.242952, 96.204376, 96.771636, 95.618972, 94.580332, 96.82048, 96.621228, 94.129388, 96.546576, 97.798788, 99.21256000000001, 99.779132, 97.64522, 98.536732, 98.536732, 95.144012, 96.804784, 94.712412, 96.46804399999999, 97.990912, 95.940412, 94.82670800000001, 90.227876, 99.86968, 95.14604800000001, 92.698008, 92.925264, 99.55208, 96.272932, 97.371556, 94.437256, 96.94288800000001, 96.506812, 94.861976, 95.587664, 97.806764, 94.618804, 89.91254400000001, 90.986368, 94.254812, 97.050152, 97.050152, 94.57118, 97.76084, 98.358724, 95.260412, 94.140368, 92.327088, 96.21312400000001, 99.762732, 94.097324, 97.00799599999999, 94.598952, 95.472044, 93.69628, 95.787508, 95.28304, 96.880596, 95.032896, 99.757296, 98.210072, 94.933324, 95.611396, 97.55048, 95.600004, 88.86358800000001, 92.296008, 96.04218399999999, 95.344816, 95.09073599999999, 95.09073599999999, 95.053804, 94.658704, 95.434204, 98.661224, 99.02436399999999, 95.39994, 96.433324, 92.784684, 93.878788, 99.8187, 96.13536, 95.083996, 95.55634400000001, 94.369092, 93.023604, 94.512032, 95.0184, 97.695204, 97.695204, 95.33246399999999, 95.571308, 95.65816000000001, 96.186628, 96.645732, 95.662592, 94.000112, 95.606512, 95.848524, 93.096328, 94.135844, 96.421364, 94.544424, 96.988632, 96.988632, 96.988632, 96.900168, 94.138024, 94.27515199999999, 91.023004, 95.069488, 92.490124, 91.37754, 89.749952, 95.909824, 93.648168, 93.967924, 95.486108, 97.128372, 95.386528, 94.632828, 92.25434, 97.444068, 92.24981199999999, 97.31204799999999, 94.97512, 97.85236400000001, 93.236416, 97.106684, 96.836988, 95.63317599999999, 96.274788, 97.783112, 97.783112, 96.34856, 95.188504, 92.529084]
P84	[0.0, 0.0, 10.256916, 15.848628000000001, 15.848628000000001, 24.596304, 24.596304, 24.596304, 34.829744, 37.602172, 40.485907999999995, 44.451496, 51.113628, 59.088848000000006, 61.16605200000001, 64.582252, 69.043208, 69.043208, 77.98971999999999, 80.49888, 83.057252, 89.566316, 89.566316, 97.989928, 98.11036800000001, 98.11036800000001, 93.1133, 99.360368, 96.321512, 98.53972, 99.510564, 93.09065600000001, 96.28962399999999, 99.2021, 95.677716, 95.677716, 94.33752, 97.031836, 93.880524, 96.79575200000001, 94.057304, 99.613184, 94.031944, 96.286664, 96.634224, 93.948628, 96.21433999999999, 94.413724, 90.465184, 93.20706, 92.530716, 94.823924, 92.375884, 94.84868800000001, 95.222216, 95.222216, 95.30446, 99.378284, 95.66035600000001, 94.095688, 95.195656, 94.11272000000001, 96.25884, 97.15727199999999, 98.91211600000001, 94.724612, 98.714096, 99.70540799999999, 98.70116399999999, 97.91048, 94.36288400000001, 96.058884, 96.49936, 99.764748, 97.47498399999999, 90.56545200000001, 95.820168, 95.975232, 96.75997600000001, 93.874264, 86.510864, 99.66380000000001, 94.552156, 97.686976, 93.34202, 95.158312, 94.855728, 95.131272, 96.3331, 94.047788, 96.07344, 95.337648, 99.238284, 94.477068, 94.105052, 95.800872, 93.931808, 95.458108, 94.335044, 97.64018, 99.48174, 99.92720800000001, 95.99468, 97.133852, 96.325144, 93.21032, 92.895088, 95.934368, 98.482512, 95.473516, 95.35400800000001, 97.077704, 97.312732, 93.795548, 97.38390799999999, 95.41075599999999, 96.435836, 96.462068, 98.600636, 95.620192, 94.197536, 93.30123999999999, 94.67742799999999, 98.5583, 96.984348, 96.778272, 96.881816, 96.404964, 93.989444, 97.648492, 93.793424, 95.00235599999999, 99.914316, 98.97206800000001, 96.31348, 98.05182, 99.08501199999999, 99.365864, 98.89806399999999, 98.574016, 98.682628, 93.41524, 94.454352, 94.38428, 93.09958400000001, 95.756136, 97.453404, 93.769276, 93.40324, 97.652092, 97.11667200000001, 93.873024, 91.972804, 96.77616, 98.899896, 90.427696, 94.07932799999999, 95.115744, 95.115744, 95.115744, 95.7791, 95.7791, 95.7791, 97.195516, 94.193004]
P85	[0.0, 6.384428000000001, 6.384428000000001, 12.349944, 18.492756, 24.596304, 30.401212, 30.401212, 34.829744, 37.602172, 40.485907999999995, 47.95156, 51.113628, 53.674516000000004, 61.16605200000001, 66.804292, 69.043208, 72.972052, 77.98971999999999, 83.057252, 83.057252, 89.566316, 94.61084, 97.989928, 98.46474400000001, 97.838184, 96.925736, 96.336848, 96.321512, 96.321512, 98.55618, 97.45882399999999, 99.791156, 98.96312, 97.237364, 95.678616, 98.026412, 93.061116, 93.5907, 94.485164, 96.800068, 96.800068, 99.61608, 95.928468, 95.82681199999999, 95.319208, 98.740612, 95.183712, 94.50776400000001, 90.504392, 95.192312, 95.18677199999999, 96.234584, 95.903472, 97.463116, 94.905104, 96.598944, 95.42738, 94.15544799999999, 95.618236, 97.115216, 95.41678399999999, 91.898612, 94.019004, 90.09016, 87.903444, 97.54152, 97.678968, 93.92094, 95.311592, 95.43415200000001, 94.305196, 95.89377999999999, 96.63682, 96.802776, 94.13774000000001, 97.099764, 95.443932, 95.003672, 99.87012800000001, 96.048872, 93.921476, 95.14066799999999, 95.360016, 95.217524, 96.37904, 98.292584, 96.83048, 98.547976, 95.40126799999999, 93.702596, 94.691412, 92.288984, 92.288984, 96.083616, 93.918532, 95.68042, 94.094776, 94.057344, 94.632456, 93.976844, 95.013244, 96.880236, 97.484708, 98.289724, 94.077136, 92.0337, 96.986812, 93.303472, 98.698072, 98.698072, 95.357792, 95.975148, 94.313236, 95.10473999999999, 93.81194, 97.466824, 93.065596, 99.454404, 94.124432, 94.124432, 93.41433599999999, 94.29672, 94.269232, 95.69766, 96.65981599999999, 91.930456, 91.245468, 93.961008, 93.961008, 96.757936, 94.420836, 93.712052, 95.022796, 95.09441600000001, 95.049308, 90.79169999999999, 96.14246800000001, 99.976524, 93.96302800000001, 93.799316, 94.05650800000001, 92.86281600000001, 95.743168, 93.904016, 95.03094, 95.403812, 95.588436, 93.144632, 93.25397199999999, 96.61366799999999, 96.548416, 91.397912]
P86	[0.0, 3.9090920000000002, 10.256916, 10.256916, 18.492756, 20.940796, 26.947048000000002, 30.401212, 34.829744, 37.602172, 40.485907999999995, 47.95156, 51.113628, 53.674516000000004, 61.16605200000001, 64.582252, 66.804292, 69.043208, 77.98971999999999, 77.98971999999999, 83.057252, 89.566316, 94.61084, 97.989928, 97.989928, 99.50752, 98.482792, 98.888684, 97.40660799999999, 93.751504, 94.1871, 94.558232, 94.029476, 96.948408, 94.61346400000001, 98.20585200000001, 99.854112, 94.275564, 98.840616, 98.084408, 96.043336, 94.114292, 94.550968, 95.93427199999999, 98.04522, 96.373728, 93.661948, 94.668492, 94.373336, 95.82874, 97.30688400000001, 95.483304, 98.761432, 91.917536, 99.18153199999999, 93.935276, 94.48322, 96.300648, 96.33502, 94.5826, 96.281204, 95.34948399999999, 94.664912, 94.077252, 99.885648, 93.90572, 93.17592, 98.06925600000001, 98.287636, 95.51272, 95.55696, 97.98534, 97.72458400000001, 95.977972, 93.68820799999999, 91.429508, 92.391916, 93.14744400000001, 93.420136, 98.707956, 97.20754000000001, 94.147512, 96.332932, 96.332932, 95.71336000000001, 96.90326400000001, 96.90326400000001, 94.51886, 94.747328, 95.809456, 98.516912, 98.279056, 94.047204, 94.757516, 96.763088, 94.962308, 96.341496, 98.87762, 93.720412, 99.80273600000001, 97.66918799999999, 99.200412, 95.020016, 98.71782, 89.6063, 92.833828, 96.414976, 97.634236, 91.411584, 96.04607200000001, 94.068316, 96.71942, 98.835376, 95.00116, 99.741336, 94.909456, 94.909456, 97.40602, 98.047832, 96.197572, 94.460648, 95.50361600000001, 95.289372, 95.69248, 90.951296, 95.891656, 92.846816, 93.8616, 93.683788, 96.687584, 92.934216, 96.314956, 99.200148, 99.200148, 96.516868, 94.85276400000001, 97.484832, 95.231412, 94.486668, 92.28487600000001, 88.65262, 90.972224, 91.565932, 94.013256, 95.078124, 96.32225199999999, 94.06463600000001, 99.19542799999999, 96.293116, 93.705556]
P87	[0.0, 0.0, 10.256916, 10.256916, 15.848628000000001, 15.848628000000001, 24.596304, 32.6494, 34.829744, 37.602172, 40.485907999999995, 47.95156, 51.113628, 59.088848000000006, 61.16605200000001, 64.582252, 66.804292, 72.972052, 77.98971999999999, 80.49888, 89.566316, 89.566316, 89.566316, 97.989928, 98.484172, 99.63211199999999, 95.06685999999999, 95.381012, 96.310004, 96.310004, 96.999704, 96.999704, 96.830688, 97.048256, 97.997616, 99.5234, 96.260832, 99.144976, 94.43302, 94.43302, 95.30636799999999, 95.342056, 95.662604, 96.03274400000001, 94.474808, 93.958496, 95.801384, 95.732472, 93.257136, 89.76269599999999, 97.40159200000001, 95.614316, 95.593344, 96.993524, 99.981516, 96.32926400000001, 93.76254, 96.314652, 94.935576, 95.721172, 94.60801599999999, 95.73867200000001, 99.034316, 94.559484, 96.1989, 95.76222800000001, 98.88662000000001, 95.35952, 99.145112, 95.463136, 95.738524, 94.42751200000001, 95.98034, 95.797592, 94.950908, 92.101824, 94.691652, 94.011344, 91.558852, 98.643576, 96.672776, 96.367104, 93.904472, 98.738248, 99.437852, 99.66347599999999, 93.84236, 95.980796, 96.355432, 97.994872, 94.635512, 97.700744, 98.797304, 96.198076, 95.2984, 95.08643599999999, 95.179176, 96.031232, 96.031232, 93.328564, 94.590204, 96.403152, 98.098884, 95.153468, 96.182572, 99.182092, 94.38368799999999, 90.529176, 86.84583599999999, 96.049252, 94.079556, 97.584072, 95.48432799999999, 93.92949200000001, 96.449876, 98.160104, 95.722444, 92.45949999999999, 92.979496, 92.979496, 95.253272, 94.810964, 91.782656, 93.342456, 91.82430000000001, 96.53566000000001, 97.45709599999999, 93.685164, 99.15505999999999, 96.787312, 96.787312, 98.61336800000001, 95.018744, 94.887092, 91.641184, 94.919352, 97.648832, 96.593744, 96.56620000000001, 93.131524, 93.827172, 94.263188, 97.06287999999999, 97.06287999999999, 97.87762, 95.062048, 95.082288, 93.10187599999999, 95.710624, 98.835812, 95.424164, 96.20666, 93.71588, 94.997456, 95.347404, 91.457648, 94.49507200000001, 97.68930399999999, 98.515732, 98.515732, 98.515732, 95.515644, 95.515644, 92.856224]
