Node	Buffer
P26	[0.0, 2.475336, 10.256916, 12.349944, 15.848628000000001, 18.492756, 24.596304, 32.6494, 34.829744, 37.602172, 40.485907999999995, 44.451496, 51.113628, 53.674516000000004, 61.16605200000001, 64.582252, 66.804292, 72.972052, 77.98971999999999, 80.49888, 83.057252, 89.566316, 92.48416, 94.61084, 99.50752, 98.52869199999999, 95.921904, 96.2974, 95.476088, 99.26126, 95.323088, 95.371512, 95.371512, 96.48738, 95.249088, 94.783884, 94.511896, 94.639528, 99.762512, 95.85407599999999, 99.132368, 95.9074, 95.08968399999999, 95.49084, 97.20424399999999, 99.42926399999999, 99.211744, 97.731032, 94.05011599999999, 90.282448, 97.083876, 90.94106400000001, 95.0937, 95.75816, 99.028152, 95.9684, 94.645456, 95.771308, 92.81423600000001, 98.623536, 98.623536, 95.117528, 94.52816, 94.56376, 97.451368, 95.14945999999999, 94.78582, 95.05208400000001, 96.1431, 97.976348, 96.905844, 94.426168, 94.520464, 93.977896, 94.652904, 92.711608, 90.324764, 94.800792, 96.600824, 96.600824, 92.363188, 98.851444, 96.299768, 98.96096399999999, 96.54764, 97.23626399999999, 96.168424, 94.20398, 94.412492, 98.89835599999999, 95.050324, 99.911796, 92.007448, 95.91837600000001, 95.73125999999999, 96.847348, 94.00936399999999, 95.793668, 94.093928, 94.170424, 98.655348, 91.857716, 96.915168, 98.928844, 95.339812, 95.64973599999999, 93.39536000000001, 97.15012, 95.076792, 95.373488, 94.90584, 97.037348, 97.474028, 97.474028, 94.187176, 93.640752, 95.228592, 95.03716, 97.00758400000001, 96.35103600000001, 96.35103600000001, 93.227316, 96.021452, 93.857216, 95.517884, 93.955928, 93.20952, 91.980372, 96.969868, 99.958916, 99.958916, 99.958916, 95.568352, 93.788804, 96.438, 96.73, 96.802212, 97.215148, 92.71568, 94.797668, 91.001412, 95.3592, 90.834252, 93.92488, 99.85556, 95.958456, 98.822688, 95.707796, 96.414732, 95.459796, 97.943128, 95.037828, 97.73846, 95.175764, 93.363264, 95.269972, 94.438124, 97.96748, 96.203764, 96.203764, 94.234964, 97.13068799999999, 97.486036, 94.826616, 94.101804, 96.53276, 90.291172, 87.222684]
P27	[0.0, 0.0, 10.256916, 15.848628000000001, 18.492756, 20.940796, 20.940796, 32.6494, 37.602172, 37.602172, 40.485907999999995, 47.95156, 51.113628, 51.113628, 61.16605200000001, 64.582252, 69.043208, 72.972052, 77.98971999999999, 83.057252, 86.851816, 89.566316, 94.61084, 97.989928, 97.989928, 95.879308, 97.030084, 99.905652, 95.823916, 95.942048, 95.064972, 98.712732, 97.888948, 95.192132, 99.538872, 95.31412, 98.615264, 98.615264, 97.342824, 94.84062800000001, 94.84062800000001, 94.772932, 98.7444, 99.09992, 96.587772, 96.231448, 93.945048, 94.302976, 95.43056800000001, 94.500472, 95.42346, 92.77558, 93.932952, 91.776912, 97.1305, 94.20486799999999, 95.3194, 94.935424, 94.935424, 94.935424, 94.178, 96.067748, 96.392272, 97.789636, 98.311476, 96.87331999999999, 99.404256, 96.53336, 96.323356, 95.21804, 95.717684, 97.312336, 97.908924, 95.32104, 95.48106, 90.71646799999999, 94.02561200000001, 94.044424, 95.911696, 97.142648, 98.73334799999999, 95.249484, 97.658408, 97.658408, 97.527252, 95.336004, 95.865804, 95.865804, 92.63334, 94.14878800000001, 87.849964, 93.694676, 95.700708, 93.54686, 93.242616, 98.296676, 96.334, 95.893764, 97.124276, 96.320268, 94.380876, 95.296308, 94.887988, 97.177872, 93.715544, 97.40993999999999, 96.129536, 98.038388, 91.34573999999999, 98.447588, 96.25876, 92.349428, 96.509308, 98.479068, 95.75713999999999, 94.795732, 98.644796, 93.604108, 99.982624, 93.881216, 93.471836, 96.777328, 91.460736, 98.71264400000001, 96.383524, 92.163876, 94.075504, 94.539052, 92.123532, 96.38772, 97.020404, 97.209128, 95.857488, 95.00398, 91.775668, 97.57608, 96.737016, 95.445356, 92.010364, 97.766908, 98.133132, 93.99011200000001, 97.58908, 93.588048, 96.286112, 97.474372, 93.941104, 94.79604, 95.63318, 97.801868, 95.117348, 94.673964, 92.916016, 92.406012, 94.34022399999999]
P28	[0.0, 0.0, 6.384428000000001, 15.848628000000001, 15.848628000000001, 24.596304, 24.596304, 30.401212, 34.829744, 37.602172, 37.602172, 44.451496, 51.113628, 55.994676, 64.582252, 64.582252, 66.804292, 72.972052, 77.98971999999999, 83.057252, 83.057252, 89.566316, 94.61084, 97.989928, 98.073764, 98.073764, 94.920368, 96.58443199999999, 96.58443199999999, 94.827256, 98.409968, 99.780452, 94.246208, 94.864392, 95.725836, 95.175384, 95.175384, 96.085404, 96.09886, 95.41364399999999, 94.857032, 94.857032, 96.641352, 96.09092, 94.761928, 96.576616, 99.561736, 95.83950399999999, 94.66838800000001, 92.983052, 98.28730399999999, 91.44782000000001, 99.39195199999999, 92.71782400000001, 95.58169199999999, 95.246952, 96.12464800000001, 97.162196, 96.652672, 96.86058, 97.609908, 97.03365600000001, 93.617456, 98.58389600000001, 96.10636, 95.564452, 94.395788, 95.720584, 95.868984, 93.86748, 94.470144, 98.585392, 95.47398, 97.548656, 96.65738, 92.418192, 95.894552, 91.595932, 94.270672, 98.65594399999999, 97.961184, 96.4381, 95.90247600000001, 93.18697999999999, 96.88560000000001, 95.582, 94.330224, 97.372532, 99.17008, 94.309484, 96.94857999999999, 94.908816, 94.761052, 95.26199600000001, 94.889228, 94.98873599999999, 95.27422, 96.524992, 95.683204, 96.916416, 94.106148, 94.491736, 97.663756, 98.427268, 96.68158799999999, 93.076344, 94.61544400000001, 97.093624, 91.133988, 95.537852, 98.290592, 93.87011600000001, 92.818896, 99.9704, 98.320652, 95.625832, 98.290592, 98.3124, 94.75705599999999, 97.24367600000001, 94.403808, 95.36412800000001, 95.10249200000001, 92.632756, 94.367672, 91.34540799999999, 98.92590799999999, 97.94528799999999, 96.251144, 93.223956, 99.36276000000001, 96.747176, 96.502848, 98.590848, 95.36253599999999, 93.32073600000001, 94.18696800000001, 96.4839, 96.625576, 95.315912, 92.94852399999999, 97.3339, 95.68423200000001, 96.99820799999999, 97.063396, 97.989924, 99.627684, 96.17285199999999, 92.653356, 92.653356, 94.79803199999999]
P29	[0.0, 0.0, 3.9090920000000002, 12.349944, 15.848628000000001, 20.940796, 24.596304, 30.401212, 34.829744, 37.602172, 40.485907999999995, 44.451496, 51.113628, 53.674516000000004, 64.582252, 64.582252, 66.804292, 75.158768, 77.98971999999999, 80.49888, 85.771752, 89.566316, 94.61084, 97.989928, 97.989928, 98.888684, 95.645476, 95.334464, 94.935976, 94.935976, 94.59476, 94.522092, 99.829676, 94.635776, 92.35467200000001, 94.170736, 95.003404, 99.070272, 96.56918399999999, 98.007436, 98.007436, 97.869724, 94.3876, 93.57892, 97.14554, 97.14554, 96.410696, 96.96927600000001, 94.013984, 95.733688, 94.988136, 94.197864, 97.178444, 98.646208, 98.306772, 94.267676, 94.267676, 95.38037200000001, 99.488516, 99.488516, 97.425372, 97.33264, 94.89064, 96.544352, 94.30628, 93.610864, 94.845508, 93.779948, 94.424244, 96.428048, 94.47526400000001, 94.771296, 98.37612, 95.196224, 94.352644, 92.12627599999999, 94.955624, 92.572468, 97.12791200000001, 97.172544, 98.863276, 95.83815999999999, 95.83815999999999, 97.507124, 98.619864, 95.828088, 93.087828, 95.268564, 95.01106, 97.208484, 94.055948, 96.46124, 89.724824, 99.782064, 96.931504, 94.499392, 93.919996, 97.389904, 99.123136, 96.005748, 96.444004, 94.5822, 97.83382, 95.354848, 97.112404, 93.1014, 97.767548, 96.657692, 92.97435200000001, 95.945516, 95.559472, 94.25853199999999, 94.733212, 96.709612, 99.72618399999999, 97.169112, 95.007176, 98.081288, 94.275792, 95.513272, 96.08944000000001, 95.4824, 95.67181599999999, 94.685564, 95.517884, 94.841184, 96.666988, 95.809508, 98.09469200000001, 93.659984, 93.659984, 97.14143200000001, 94.261368, 95.089276, 95.53746, 95.82133999999999, 94.00718, 93.902664, 92.45990400000001, 96.036224, 90.717572, 97.0816, 90.58588, 97.148944, 97.49266800000001, 99.7895, 92.91986, 98.041652, 95.658988, 98.661184, 93.613232, 97.388008, 96.233156, 94.93867999999999, 94.77759999999999, 94.623844, 94.623844, 98.865444, 95.544264, 96.925816]
P30	[0.0, 3.9090920000000002, 10.256916, 12.349944, 18.492756, 20.940796, 26.947048000000002, 30.401212, 34.829744, 37.602172, 40.485907999999995, 44.451496, 51.113628, 59.088848000000006, 61.16605200000001, 64.582252, 69.043208, 72.972052, 75.158768, 80.49888, 83.057252, 89.566316, 91.69299600000001, 97.989928, 97.989928, 96.01733999999999, 98.017268, 95.51599200000001, 99.16854000000001, 96.84692, 93.791468, 96.359008, 94.380044, 98.08179200000001, 92.637896, 92.637896, 97.910768, 96.358052, 98.41995999999999, 95.908764, 99.788472, 98.43297600000001, 95.593468, 99.196916, 97.71964, 98.07936000000001, 95.820664, 97.216044, 95.947812, 92.185232, 99.73976, 97.090604, 95.014348, 89.00809600000001, 94.707928, 94.97268, 97.179232, 97.179232, 99.83752799999999, 99.04240800000001, 94.63726, 93.168412, 97.270908, 96.04201599999999, 95.29454000000001, 99.559312, 93.18522, 96.399656, 96.20731599999999, 96.187672, 95.342392, 96.82498000000001, 94.27090799999999, 95.002988, 95.201648, 91.028548, 94.815932, 96.217996, 93.673792, 94.256908, 96.02702400000001, 99.018712, 98.596416, 96.896528, 94.388164, 94.81286399999999, 99.156164, 97.40741200000001, 96.699068, 94.12614, 93.996828, 95.732032, 93.64048, 99.278952, 97.557812, 95.696876, 95.43955600000001, 95.781828, 94.095828, 95.627352, 95.627352, 96.29526, 92.150392, 95.785584, 93.84330800000001, 96.072064, 89.682384, 94.027956, 97.93221199999999, 94.524728, 96.365528, 97.71706, 96.057744, 95.096032, 95.032368, 94.49952, 96.644136, 94.900324, 93.627704, 94.542508, 94.152044, 95.289256, 99.30148, 93.451312, 95.10900799999999, 97.86898000000001, 95.15916399999999, 99.869044, 96.226008, 97.457872, 94.084776, 94.084776, 95.135148, 93.85780799999999, 96.821604, 95.369032, 99.927248, 99.18464, 92.053108, 95.1896, 95.83348000000001, 98.317768, 95.59546, 98.75752, 97.01998400000001, 95.189728, 95.189728, 99.638156, 95.540048, 99.463676, 98.3659, 94.857288, 97.839008, 98.288768, 98.72246799999999, 97.280388, 97.280388, 97.280388, 99.279976, 99.279976, 97.51063599999999, 97.51063599999999, 94.81150000000001, 94.428248, 94.04307200000001, 91.723468, 85.48188]
P31	[0.0, 0.0, 6.384428000000001, 10.256916, 12.349944, 18.492756, 26.947048000000002, 30.401212, 32.6494, 37.602172, 40.485907999999995, 51.113628, 51.113628, 56.768688, 61.16605200000001, 66.804292, 66.804292, 72.972052, 77.98971999999999, 83.057252, 83.057252, 89.566316, 94.61084, 97.989928, 97.989928, 99.09912, 95.117496, 97.11894, 96.68070399999999, 95.96952399999999, 97.71464800000001, 94.952624, 96.583788, 95.90316, 95.73687600000001, 93.520828, 99.38204400000001, 96.916488, 96.37531200000001, 93.686324, 93.686324, 95.073408, 93.027692, 94.66230399999999, 98.956276, 96.05537600000001, 96.05537600000001, 96.818932, 95.594076, 93.722576, 92.809864, 93.424056, 96.814524, 95.017648, 96.387596, 94.821292, 98.61237200000001, 96.37675999999999, 96.292768, 98.751904, 99.849312, 92.460312, 94.75838800000001, 92.027976, 92.86951599999999, 94.906748, 92.397588, 95.498724, 94.93756, 94.93756, 97.31169200000001, 94.70302000000001, 97.519768, 96.845364, 95.606868, 92.21056, 95.642232, 92.731, 95.950948, 95.850716, 92.505856, 94.96992800000001, 95.776292, 94.870532, 95.08148800000001, 97.373204, 96.78424, 96.78424, 95.770168, 95.796792, 91.51392, 94.980816, 88.2444, 95.235656, 96.056132, 98.125388, 94.32204, 93.99788, 96.977892, 96.977892, 96.45526, 93.921404, 87.06778800000001, 94.06688, 89.93551199999999, 97.190348, 95.59497999999999, 92.058568, 91.641444, 91.641444, 91.641444, 96.954224, 95.49936799999999, 97.546952, 95.936328, 97.67035200000001, 98.250596, 96.18626, 96.641048, 96.641048, 96.641048, 97.74476399999999, 95.15876, 95.193432, 97.044364, 94.86586, 97.89912, 97.764228, 97.98432, 99.05766799999999, 99.05766799999999, 99.05766799999999, 98.3939, 98.203136, 93.504936, 90.404556, 96.162908, 96.275916, 95.480552, 94.16005200000001, 94.409444, 94.747612, 92.101488, 93.93603999999999, 94.75396, 99.309004, 99.309004, 94.83090800000001, 93.068984, 93.224512, 90.888668, 96.246528, 97.228672, 97.00586799999999, 99.579384, 94.36946, 96.42232800000001, 96.052092, 95.731144, 98.725408, 95.286452, 95.286452, 95.286452, 92.627032, 85.81297599999999, 83.493372, 96.917308]
P32	[0.0, 0.0, 6.384428000000001, 15.848628000000001, 18.492756, 24.596304, 24.596304, 32.6494, 32.6494, 37.602172, 41.56776, 44.451496, 47.613564000000004, 59.088848000000006, 61.16605200000001, 66.804292, 66.804292, 75.158768, 77.98971999999999, 80.49888, 89.566316, 89.566316, 94.61084, 97.989928, 98.11036800000001, 95.62992, 96.01733999999999, 96.021184, 95.65446399999999, 96.25553599999999, 98.72796000000001, 98.72796000000001, 92.663256, 94.41812, 98.973652, 94.612852, 98.364596, 93.276652, 95.362372, 98.394228, 93.71625999999999, 96.227892, 94.19956, 99.840304, 99.67439999999999, 96.084376, 98.687396, 94.66752000000001, 91.917148, 84.135568, 99.644716, 92.875016, 93.943856, 94.42792399999999, 98.15775599999999, 98.13938399999999, 96.307192, 99.846192, 98.18839200000001, 98.18839200000001, 96.39216400000001, 91.28798, 93.865912, 93.747152, 89.818308, 92.79404, 94.998868, 98.83017600000001, 98.83017600000001, 97.91922, 97.91922, 94.222052, 95.01763600000001, 94.640288, 94.630268, 94.779744, 96.885988, 91.596768, 89.052564, 94.981904, 99.17423600000001, 97.06896, 97.98668, 95.526656, 95.627524, 95.273588, 95.273588, 97.597352, 97.059696, 96.21862399999999, 98.022452, 95.507108, 94.086852, 96.070568, 99.52578, 98.46912, 93.169724, 94.008432, 94.008432, 94.78362, 95.690888, 95.383328, 92.63726, 92.909756, 96.405836, 99.754932, 92.59364, 96.873132, 95.173688, 94.72916000000001, 95.638616, 94.856616, 99.881856, 95.294268, 95.563276, 98.024336, 99.257112, 94.26404000000001, 94.289984, 94.584692, 99.165448, 99.621544, 97.49002, 97.891368, 95.55385199999999, 96.85894, 91.897132, 94.48174, 96.273184, 93.923404, 94.295208, 96.08907599999999, 96.8833, 94.407112, 94.16128, 95.02586, 94.134636, 93.119424, 96.5424, 95.56606, 96.6061, 92.29164399999999, 95.430724, 91.296052, 93.581508, 94.50671200000001, 97.841632, 94.912768, 94.45824, 93.814176, 94.86600800000001, 98.504476, 94.55393600000001, 98.194276, 93.38006399999999, 99.693868, 94.757032, 99.824384]
P33	[0.0, 6.384428000000001, 10.256916, 15.848628000000001, 15.848628000000001, 20.940796, 30.401212, 30.401212, 37.602172, 37.602172, 40.485907999999995, 44.451496, 44.451496, 53.674516000000004, 61.16605200000001, 64.582252, 66.804292, 75.158768, 77.98971999999999, 80.49888, 83.057252, 89.566316, 92.48416, 97.989928, 99.88982800000001, 95.133532, 96.028752, 94.98006, 97.804928, 98.402232, 96.103632, 94.502976, 95.939928, 96.590208, 95.59012, 97.79346, 94.848388, 97.851384, 94.508096, 94.70666800000001, 97.9047, 99.970468, 99.126784, 94.883984, 96.117696, 95.474472, 99.664496, 96.55832, 93.634936, 95.745604, 97.478776, 97.414908, 96.005164, 93.10476399999999, 93.10476399999999, 96.02076000000001, 94.84129999999999, 94.84129999999999, 96.397332, 96.289256, 92.416452, 97.2553, 97.185252, 94.0193, 96.66259600000001, 95.93727600000001, 96.465152, 93.90678, 93.74405999999999, 94.774164, 94.20389999999999, 93.827732, 93.827732, 94.257004, 92.33633999999999, 96.592332, 99.319884, 94.40405200000001, 95.457196, 95.208364, 91.363452, 93.427288, 97.286036, 95.436604, 95.74056, 97.64139200000001, 98.225688, 99.222724, 93.91552, 96.39554, 95.873748, 91.612464, 95.555368, 93.313252, 95.632892, 94.92874, 94.76689999999999, 94.211884, 94.705924, 95.75576, 92.982304, 97.041728, 94.979184, 97.238848, 93.07485199999999, 96.571408, 91.93864, 93.397932, 91.06532, 94.791732, 93.86988000000001, 96.210576, 95.27065999999999, 95.27065999999999, 96.860112, 94.25758400000001, 94.538472, 95.69776, 98.525912, 99.694856, 94.557592, 96.264612, 98.83904799999999, 93.928568, 95.394484, 95.599204, 96.36379600000001, 95.155132, 94.69523199999999, 94.69523199999999, 95.703844, 98.418588, 94.964732, 94.964732, 97.400712, 89.603336, 94.93926, 98.239656, 95.900912, 95.98043200000001, 95.33264, 95.48957999999999, 94.94333999999999, 93.17698, 96.8852, 96.178904, 93.70961199999999, 95.301868, 93.167024, 94.019928, 97.76579199999999, 99.387608, 94.658932, 97.496832, 98.899896, 94.148556, 94.157396]
P34	[0.0, 0.0, 2.475336, 12.349944, 15.848628000000001, 24.596304, 26.947048000000002, 32.6494, 34.829744, 37.602172, 40.485907999999995, 44.451496, 51.113628, 53.674516000000004, 64.582252, 66.804292, 69.043208, 75.158768, 75.158768, 83.057252, 83.057252, 89.566316, 94.61084, 97.989928, 99.50752, 99.50752, 96.136652, 97.40298, 95.45833999999999, 94.723596, 98.693432, 96.548784, 97.58954800000001, 95.87177199999999, 98.78022800000001, 95.647684, 94.698376, 97.570824, 95.49984, 94.587832, 94.587832, 93.373244, 98.187612, 93.71942800000001, 97.12960000000001, 95.785732, 95.66786, 97.166768, 94.341072, 99.404336, 97.311308, 89.130368, 99.377992, 93.226332, 93.226332, 93.226332, 98.548232, 96.169684, 98.598064, 95.687172, 97.223484, 94.869416, 99.223812, 95.87517199999999, 93.781172, 96.515996, 93.419304, 96.524064, 96.650476, 97.26997200000001, 95.497968, 98.379792, 94.124776, 93.84628000000001, 92.577232, 92.15554, 93.27184, 94.043248, 94.59016, 94.100112, 91.23441199999999, 95.86034, 93.177108, 93.69901200000001, 93.69901200000001, 94.69332, 95.400972, 99.470412, 96.52118, 97.528808, 91.229984, 96.57255599999999, 94.928936, 97.545252, 96.592016, 94.826116, 97.853348, 96.29024000000001, 95.71574000000001, 98.937356, 95.388296, 92.882664, 96.23402, 94.06152800000001, 99.940492, 94.069412, 94.358752, 91.894672, 92.72090800000001, 96.516476, 98.777424, 97.605316, 95.494348, 95.494348, 96.024484, 96.024484, 93.60446, 96.361268, 94.66411599999999, 94.059732, 95.475152, 97.984888, 95.341476, 96.96526, 92.224076, 95.618868, 94.526224, 94.822484, 95.76378, 95.429148, 96.97954399999999, 94.8049, 94.7485, 95.955344, 97.442392, 97.790488, 93.771192, 93.89695999999999, 95.731184, 96.02328, 89.214568, 97.069264, 94.482592, 95.25171999999999, 94.610748, 95.96499200000001, 94.932364, 99.62736, 93.766856, 95.83769600000001, 96.0, 95.388584, 98.486752, 98.22563199999999, 96.100076, 98.442464, 98.442464, 97.451496, 97.83728, 97.83728, 97.83728, 94.713832, 96.454296, 94.378232, 86.937104]
P35	[0.0, 0.0, 10.256916, 12.349944, 18.492756, 24.596304, 26.947048000000002, 30.401212, 30.401212, 37.602172, 37.602172, 44.451496, 51.113628, 59.088848000000006, 61.16605200000001, 66.804292, 69.043208, 72.972052, 75.158768, 80.49888, 83.057252, 89.566316, 94.61084, 98.11036800000001, 99.534816, 96.177948, 93.91849599999999, 95.73076, 95.73076, 98.587784, 96.835448, 96.48601599999999, 95.885848, 98.836404, 99.70943199999999, 97.290648, 95.15186, 97.192664, 95.580044, 98.160468, 99.733948, 96.389336, 96.26508, 96.26508, 98.655968, 97.980764, 97.00438, 97.00438, 93.831412, 89.098208, 94.71577599999999, 92.035952, 92.724688, 93.21561200000001, 95.500068, 95.20558799999999, 95.407392, 96.07611200000001, 93.836028, 94.915556, 97.514736, 90.8931, 91.415824, 93.086888, 97.889008, 95.418904, 95.48034, 96.305068, 96.305068, 97.874992, 97.72742, 95.544184, 93.47586, 97.812224, 97.812224, 90.812792, 95.622992, 92.999736, 94.169668, 91.230564, 86.59586, 96.326884, 95.47441599999999, 97.442904, 96.057528, 96.11668399999999, 96.383948, 99.118308, 97.971988, 99.6258, 93.65163199999999, 93.992304, 94.072716, 92.703928, 93.064132, 94.057872, 95.693732, 96.085204, 99.684348, 94.484792, 94.484792, 94.29586, 90.376916, 99.83052, 96.09516, 99.89074, 97.968972, 96.66072, 90.999528, 94.401504, 93.71666400000001, 94.148276, 96.744428, 99.417592, 93.197856, 97.67684, 95.505644, 93.85052, 94.961848, 93.787024, 95.46074, 96.127588, 97.637036, 94.79419999999999, 90.053016, 96.350876, 95.13914799999999, 94.932072, 96.46358000000001, 99.8217, 99.8217, 98.564984, 93.15128, 94.886832, 91.340624, 95.290168, 96.954212, 93.468708, 95.482072, 96.67999999999999, 92.452708, 97.68403599999999, 95.408812, 95.399996, 96.106252, 96.086856, 99.44342400000001, 98.02322, 99.478076, 99.046656, 98.036612, 97.121668, 91.972608, 97.475596, 98.870492, 97.618948, 97.618948, 94.814872]
P36	[0.0, 2.475336, 10.256916, 12.349944, 15.848628000000001, 20.843500000000002, 26.947048000000002, 30.401212, 34.829744, 37.602172, 40.485907999999995, 44.451496, 51.113628, 59.088848000000006, 61.16605200000001, 66.804292, 69.043208, 75.158768, 75.158768, 80.49888, 83.057252, 89.566316, 92.48416, 97.989928, 98.11036800000001, 94.873184, 98.52869199999999, 98.52869199999999, 98.52869199999999, 95.694856, 97.80194800000001, 96.08597599999999, 96.08597599999999, 94.367992, 96.65716, 95.75838399999999, 95.75838399999999, 96.296296, 92.96239200000001, 94.60116, 96.860008, 98.547996, 96.90246, 95.407312, 95.81772, 93.03555999999999, 95.952068, 97.66528, 96.881644, 92.173368, 97.495908, 91.631348, 99.684428, 94.67971200000001, 93.997796, 93.997796, 95.100948, 95.866556, 97.286676, 95.592528, 95.592528, 97.836668, 99.082024, 98.547648, 99.77512, 92.746872, 92.280428, 91.358868, 95.893552, 96.35852, 93.7821, 94.214764, 98.383948, 94.484992, 95.30254000000001, 91.711644, 95.551436, 96.435704, 91.31069600000001, 92.877888, 94.836592, 95.08322799999999, 93.831844, 96.645752, 96.186296, 96.092172, 99.71621999999999, 95.105668, 96.355432, 96.853028, 96.90936, 98.016884, 90.89302, 98.225176, 95.374488, 97.791792, 96.814636, 97.466208, 99.16866399999999, 94.985224, 95.546004, 92.92427599999999, 88.75831600000001, 99.995504, 95.006536, 93.099604, 95.825192, 95.49704799999999, 94.052872, 95.19558, 94.212832, 94.014928, 96.296668, 95.642784, 96.503396, 96.000604, 93.687284, 94.176712, 95.823552, 98.494028, 98.6107, 94.369516, 92.25605999999999, 96.366136, 95.302668, 93.36066, 93.509524, 95.457224, 94.314612, 96.389508, 93.479388, 93.65456, 93.65456, 96.878472, 96.100452, 95.156384, 88.356864, 93.94027200000001, 96.27082, 96.368124, 96.283172, 91.96634, 91.101304, 94.29457599999999, 95.950944, 94.250892, 94.250892, 94.250892, 93.27078800000001, 92.269384, 96.79786, 98.36427599999999, 95.269968, 96.339064, 92.227088, 96.05346, 93.929012, 93.929012, 99.779616, 94.06255999999999, 95.322068, 98.861552, 97.35276400000001, 95.495936, 88.68188, 92.6057]
P37	[0.0, 2.475336, 12.349944, 15.848628000000001, 15.848628000000001, 20.940796, 24.596304, 30.401212, 34.829744, 37.602172, 40.485907999999995, 47.95156, 51.113628, 55.994676, 59.088848000000006, 64.582252, 66.804292, 72.972052, 77.98971999999999, 80.49888, 85.771752, 89.566316, 91.69299600000001, 97.989928, 98.11036800000001, 97.55432400000001, 99.09912, 94.084512, 95.458816, 95.12012800000001, 96.27610800000001, 96.209232, 97.934932, 94.84076, 95.55426, 95.437756, 97.300476, 95.101028, 95.20273999999999, 98.183996, 96.060124, 96.159832, 98.362988, 98.79050000000001, 98.79050000000001, 95.875248, 97.795244, 95.92503599999999, 94.091272, 96.350764, 93.531052, 96.091872, 96.196496, 90.386, 94.70104, 92.18468, 98.15814400000001, 97.894032, 94.502832, 97.59898799999999, 97.956012, 94.537516, 95.44328800000001, 96.067724, 96.145836, 92.679612, 99.508364, 95.647324, 98.67761200000001, 97.050152, 94.356536, 94.356536, 93.906536, 97.997576, 93.429632, 93.14597599999999, 94.134208, 96.993084, 96.78717999999999, 94.654476, 92.50916000000001, 93.275492, 94.607868, 99.128996, 93.870964, 93.941748, 93.602352, 93.602352, 95.5251, 95.941708, 96.79222, 96.056708, 96.003732, 98.600792, 93.732248, 96.24477999999999, 93.351568, 95.78962800000001, 95.58714, 94.457644, 92.943832, 96.235056, 95.056388, 94.138476, 93.307828, 94.16089600000001, 94.82384, 93.538816, 94.67268399999999, 98.86924, 94.464468, 96.20907600000001, 95.365692, 97.324028, 95.851724, 98.534648, 94.431644, 95.835936, 98.035656, 97.57403599999999, 94.240672, 93.6904, 93.6904, 94.90982799999999, 90.168644, 99.52654, 94.79718, 90.550308, 95.171036, 96.000156, 95.825552, 93.876792, 95.422644, 95.71324, 96.301412, 96.809032, 94.486492, 96.479308, 91.588188, 96.85048, 98.133132, 96.8946, 92.988408, 94.87196, 94.552908, 95.228232, 97.680244, 97.680244, 90.837476, 90.129672, 94.78410000000001, 91.301324, 92.904392, 96.022948, 98.488676, 99.693868, 94.243808, 94.243808, 94.243808]
P38	[0.0, 6.384428000000001, 10.256916, 12.349944, 18.492756, 24.596304, 24.596304, 30.401212, 34.829744, 37.602172, 40.485907999999995, 44.451496, 51.113628, 53.674516000000004, 61.16605200000001, 64.582252, 66.804292, 72.972052, 77.98971999999999, 83.057252, 89.566316, 89.566316, 94.61084, 97.989928, 97.989928, 97.55432400000001, 98.270876, 96.35212, 97.532416, 93.737852, 96.56858, 97.254964, 95.67084, 95.19122, 99.525848, 95.484636, 97.429868, 93.949928, 96.39553199999999, 95.32972, 97.064712, 97.320452, 99.807816, 92.56554, 96.405384, 96.13564, 97.362016, 97.362016, 98.161192, 93.3358, 93.90742, 89.951324, 95.22749999999999, 97.440536, 99.72274399999999, 96.49626, 93.336028, 98.176912, 97.376376, 95.66698, 94.714028, 97.74625999999999, 94.464664, 92.15146800000001, 92.850712, 90.81678, 98.079264, 94.8711, 93.93826800000001, 93.171896, 94.101232, 97.346452, 97.24874, 97.00321600000001, 95.41435200000001, 91.104048, 95.289668, 94.10569600000001, 95.240924, 97.692276, 93.71924, 92.016448, 96.859668, 94.7403, 96.198412, 95.861108, 99.031208, 95.238128, 94.85816, 94.69291199999999, 94.119568, 95.381072, 91.47868799999999, 95.234556, 95.800876, 97.082168, 94.219612, 94.24224, 97.56492399999999, 94.08852800000001, 94.657928, 97.836888, 93.558932, 92.661744, 98.875572, 98.912316, 92.522636, 94.937896, 89.883756, 96.105236, 98.85761199999999, 94.999544, 98.040152, 97.787236, 96.294704, 96.006192, 94.419696, 94.340768, 94.378536, 97.84911600000001, 96.52646, 95.750172, 92.72624400000001, 94.9059, 95.068564, 95.395684, 93.810272, 94.097004, 94.88904000000001, 94.88904000000001, 96.24950799999999, 93.250136, 95.916736, 93.824208, 95.332624, 98.848004, 98.632476, 95.37725999999999, 94.377316, 95.125512, 96.076936, 94.683216, 91.957276, 94.884264, 96.39996400000001, 97.94375600000001, 97.94375600000001, 96.04806, 95.927064, 98.657008, 91.65706, 96.941216, 97.503084, 91.030332, 98.830252, 94.9261, 94.961932, 93.644924, 93.644924, 95.95660000000001, 95.95660000000001]
