Node	Buffer
P0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.6555079999999998, 3.6555079999999998, 3.6555079999999998, 10.571772, 12.752116, 15.313004, 19.241848, 19.241848, 19.241848, 19.241848, 21.480764, 21.480764, 21.480764, 21.480764, 21.480764, 21.480764, 29.299824, 29.299824, 29.299824, 29.299824, 32.652456, 32.652456, 34.678779999999996, 34.678779999999996, 34.678779999999996, 34.678779999999996, 34.678779999999996, 37.86986, 37.86986, 37.86986, 37.86986, 37.86986, 47.459452, 47.459452, 47.459452, 47.459452, 50.175548000000006, 53.445752, 56.525232, 56.525232, 56.525232, 66.63184, 62.976332, 62.976332, 60.795988, 60.795988, 63.46416, 68.068324, 65.507436, 65.507436, 65.507436, 67.174116, 64.93520000000001, 67.06162, 67.338984, 67.338984, 64.62448400000001, 64.62448400000001, 65.01655600000001, 65.01655600000001, 65.01655600000001, 65.01655600000001, 65.01655600000001, 65.01655600000001, 61.663924, 66.510632, 66.510632, 64.484308, 64.484308, 66.852008, 66.852008, 63.660928000000006, 63.660928000000006, 62.363763999999996, 59.231936, 61.847312, 68.94328, 66.1982, 66.1982, 67.003344, 67.003344, 65.40330399999999, 65.40330399999999, 62.337368000000005, 59.257888, 58.098651999999994, 58.098651999999994, 54.746019999999994, 54.746019999999994, 54.746019999999994, 59.947828, 57.304359999999996, 54.825388, 51.8436, 49.175428, 46.747048, 44.282968, 37.945128, 37.945128, 35.573204000000004, 35.573204000000004, 35.573204000000004, 35.573204000000004, 38.638636, 35.328720000000004, 32.9183, 36.729844, 36.729844, 36.729844, 34.293555999999995, 34.293555999999995, 34.293555999999995, 37.360168, 34.992468, 34.992468, 34.992468, 34.992468, 29.961571999999997, 29.961571999999997, 32.105247999999996, 35.390316, 32.039276, 38.489096, 34.744167999999995, 31.222928, 31.222928, 31.222928, 29.134928, 32.211512, 32.211512, 32.211512, 30.100544000000003, 32.514024, 32.514024, 32.514024, 32.108892, 32.108892, 29.666643999999998, 29.666643999999998, 29.666643999999998, 29.666643999999998, 33.204568, 33.204568, 33.204568, 36.495876, 43.819312, 47.071848, 44.006416, 44.006416, 44.006416, 46.328108, 46.328108, 51.608228, 47.796684, 47.796684, 47.796684, 47.796684, 47.649116, 47.649116, 47.649116, 47.649116, 51.427336000000004, 57.455347999999994, 55.311672, 55.311672, 52.026604, 52.509536000000004, 59.223988000000006, 56.277480000000004, 56.277480000000004, 56.277480000000004, 53.200896, 53.200896, 53.200896, 55.28293600000001, 52.86945600000001, 52.709292, 55.381572, 55.381572, 63.966916, 63.966916, 63.966916, 63.799892, 63.799892, 63.799892, 63.799892, 63.799892, 63.799892, 63.799892, 60.44386000000001, 57.152552, 57.152552, 49.932612, 49.932612, 49.932612, 49.932612, 45.576972, 45.576972, 42.3308, 42.3308, 42.3308, 42.3308, 35.633536, 35.633536, 35.633536, 35.633536, 32.420304, 34.474236000000005, 31.659456000000002, 35.214884000000005, 36.181188, 32.48328, 28.497035999999998, 28.497035999999998, 28.497035999999998, 28.497035999999998, 26.302772, 26.302772, 28.879640000000002, 26.7976, 30.56336, 30.56336, 25.488092, 23.192208, 27.178472, 23.807572, 23.17248, 23.17248, 23.17248, 23.17248, 23.17248, 23.17248, 23.17248, 23.17248, 23.17248, 23.17248, 25.448484, 25.448484, 21.462220000000002, 17.69646, 17.69646, 17.69646, 17.807756, 17.807756, 17.807756, 17.807756, 15.753824, 15.753824, 15.753824, 19.28316, 19.28316, 19.28316, 21.350227999999998, 17.367379999999997, 20.998776, 20.998776, 17.443348, 17.443348, 17.443348, 20.213867999999998, 20.213867999999998, 16.582472, 18.623307999999998, 15.371928, 15.371928, 15.371928, 22.368679999999998, 22.368679999999998, 22.368679999999998, 25.790824, 27.956848, 27.956848, 27.956848, 31.718412, 35.505384, 35.505384, 35.505384, 35.505384, 35.505384, 33.22938, 33.22938, 33.22938, 33.22938, 33.22938, 35.889672, 38.12598, 38.12598, 38.12598, 35.437816, 35.437816, 38.54466, 44.887660000000004, 41.358324, 39.291256000000004, 42.268212, 42.268212, 42.268212, 42.268212, 42.268212, 42.268212, 42.268212, 42.268212, 42.268212, 42.268212, 42.268212, 44.075764, 44.075764, 44.075764, 42.034928, 39.868904]
P1	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.6555079999999998, 3.6555079999999998, 3.6555079999999998, 3.6555079999999998, 5.835852, 5.835852, 5.835852, 5.835852, 5.835852, 11.951412, 11.951412, 11.951412, 23.667479999999998, 26.585324, 26.585324, 26.585324, 26.585324, 26.585324, 29.299824, 29.299824, 29.299824, 29.299824, 34.678779999999996, 34.678779999999996, 34.678779999999996, 34.678779999999996, 34.678779999999996, 34.678779999999996, 34.678779999999996, 37.86986, 37.86986, 44.714372000000004, 47.459452, 47.459452, 47.459452, 47.459452, 47.459452, 47.459452, 50.538932, 56.320964, 56.320964, 59.673595999999996, 59.673595999999996, 59.706128, 59.706128, 57.525784, 57.525784, 57.525784, 54.02572, 59.56905999999999, 62.033139999999996, 62.033139999999996, 58.61693999999999, 67.516168, 63.587324, 61.400608, 61.400608, 58.686108000000004, 58.686108000000004, 55.768264, 55.768264, 59.07818, 59.07818, 61.488600000000005, 61.488600000000005, 58.135968000000005, 62.945739999999994, 62.945739999999994, 60.919416000000005, 63.287116, 63.287116, 65.702636, 62.511556, 62.511556, 61.41424800000001, 58.28242, 61.63345999999999, 61.63345999999999, 58.88838, 62.633308, 59.917212, 59.917212, 61.838412, 61.838412, 58.772476, 55.692995999999994, 57.80396399999999, 57.80396399999999, 54.451331999999994, 54.451331999999994, 54.451331999999994, 57.210892, 54.567423999999995, 52.088452, 51.548912, 51.548912, 49.120532, 46.656452, 40.318612, 40.318612, 37.946688, 37.946688, 41.01212, 41.01212, 41.01212, 37.702204, 35.291784, 39.103328, 39.103328, 39.103328, 39.733652, 39.733652, 39.733652, 39.733652, 34.992468, 34.992468, 34.992468, 37.136144, 32.105247999999996, 32.105247999999996, 35.390316, 35.390316, 32.039276, 32.039276, 34.744167999999995, 31.222928, 31.222928, 34.299512, 32.211512, 32.211512, 32.211512, 34.624992, 34.868452, 34.868452, 34.868452, 34.868452, 32.108892, 32.108892, 29.666643999999998, 29.666643999999998, 29.666643999999998, 29.666643999999998, 29.666643999999998, 33.204568, 33.204568, 33.204568, 33.204568, 33.204568, 44.006416, 44.006416, 44.006416, 46.328108, 46.328108, 46.328108, 44.550512, 47.796684, 47.796684, 50.715728000000006, 47.649116, 47.649116, 50.862348000000004, 50.862348000000004, 54.640568, 57.455347999999994, 55.311672, 58.328216, 58.741056, 59.223988000000006, 59.223988000000006, 56.277480000000004, 56.277480000000004, 56.277480000000004, 53.200896, 53.200896, 53.200896, 57.685924, 55.272444, 52.918016, 55.590295999999995, 59.476768, 61.671032000000004, 61.671032000000004, 61.671032000000004, 63.799892, 63.799892, 63.799892, 63.799892, 63.799892, 63.799892, 63.799892, 60.44386000000001, 57.152552, 57.152552, 49.932612, 49.932612, 49.932612, 49.932612, 48.153839999999995, 52.140104, 48.893932, 48.893932, 48.893932, 48.893932, 44.2506, 44.2506, 44.2506, 44.2506, 41.037368, 41.037368, 38.222588, 38.222588, 35.206044, 31.508135999999997, 31.504739999999998, 31.504739999999998, 31.504739999999998, 31.504739999999998, 29.310476, 29.310476, 32.561856, 30.479816, 30.479816, 30.479816, 25.404548, 23.108664, 23.108664, 19.737764, 15.851292, 15.851292, 15.851292, 15.851292, 15.851292, 15.851292, 15.851292, 15.851292, 15.851292, 18.127296, 18.127296, 18.127296, 14.141032000000001, 17.69646, 17.69646, 17.69646, 15.119592, 15.119592, 15.119592, 15.119592, 13.065660000000001, 13.065660000000001, 13.065660000000001, 13.065660000000001, 13.065660000000001, 15.836179999999999, 15.836179999999999, 17.449735999999998, 17.449735999999998, 17.449735999999998, 13.894307999999999, 13.894307999999999, 13.894307999999999, 13.894307999999999, 17.525704, 13.894307999999999, 13.894307999999999, 10.642928, 12.683764, 12.683764, 12.683764, 12.683764, 19.158900000000003, 19.158900000000003, 19.158900000000003, 21.324924, 21.324924, 21.324924, 27.808364, 27.808364, 27.808364, 34.212716, 34.212716, 31.936712, 31.936712, 31.936712, 31.936712, 31.936712, 31.936712, 31.936712, 34.17302, 34.17302, 31.484856, 31.484856, 37.745644, 37.745644, 34.216308, 32.14924, 36.240808, 36.240808, 36.240808, 39.347652, 39.347652, 39.347652, 39.347652, 39.347652, 39.347652, 39.347652, 39.347652, 43.32232, 43.32232, 46.647276, 46.709464]
P2	[0.0, 0.0, 0.0, 0.0, 0.0, 3.6555079999999998, 3.6555079999999998, 3.6555079999999998, 3.6555079999999998, 3.6555079999999998, 3.6555079999999998, 3.6555079999999998, 3.6555079999999998, 3.6555079999999998, 7.155572, 7.155572, 7.155572, 11.084416, 11.084416, 11.084416, 13.271132, 13.271132, 13.271132, 18.283064, 23.879608, 29.036368000000003, 31.750867999999997, 31.750867999999997, 31.750867999999997, 31.750867999999997, 31.750867999999997, 38.042604000000004, 40.068928, 40.068928, 40.068928, 40.068928, 40.068928, 46.391836, 46.391836, 46.391836, 46.391836, 46.391836, 50.104519999999994, 50.104519999999994, 52.849599999999995, 52.849599999999995, 52.849599999999995, 52.849599999999995, 59.253736, 59.253736, 59.253736, 62.333216, 68.751784, 65.096276, 65.096276, 62.915932, 62.915932, 65.5594, 62.059336, 61.97742, 61.97742, 61.97742, 64.197508, 66.851052, 66.605548, 66.790756, 66.790756, 64.076256, 64.076256, 61.158412, 61.158412, 58.707368, 58.707368, 58.707368, 62.017284, 61.075072, 65.87906, 65.87906, 63.852736, 60.91363199999999, 60.91363199999999, 60.91363199999999, 57.72255200000001, 60.138072, 56.425388, 55.908936, 55.908936, 59.259976, 60.259823999999995, 60.259823999999995, 61.064968, 61.064968, 57.37692800000001, 59.46492799999999, 56.39899200000001, 55.43048, 55.43048, 55.43048, 52.077848, 54.837407999999996, 54.837407999999996, 54.837407999999996, 52.193940000000005, 49.714968, 49.175428, 49.175428, 46.747048, 44.282968, 37.945128, 37.945128, 38.638636, 38.638636, 38.638636, 38.638636, 38.638636, 35.328720000000004, 32.9183, 36.729844, 36.729844, 36.729844, 34.293555999999995, 34.293555999999995, 34.293555999999995, 34.293555999999995, 31.925856000000003, 31.925856000000003, 34.992468, 34.992468, 29.961571999999997, 35.390316, 35.390316, 35.390316, 32.039276, 32.039276, 34.744167999999995, 34.299512, 34.299512, 34.299512, 32.211512, 34.56594, 36.979420000000005, 36.979420000000005, 34.868452, 34.868452, 34.868452, 34.868452, 32.108892, 32.108892, 29.666643999999998, 29.666643999999998, 29.666643999999998, 29.666643999999998, 33.204568, 33.204568, 33.204568, 36.5606, 36.5606, 47.071848, 44.006416, 44.006416, 44.006416, 44.006416, 51.608228, 51.608228, 47.796684, 47.796684, 47.796684, 50.715728000000006, 47.649116, 47.649116, 51.427336000000004, 51.427336000000004, 51.427336000000004, 57.455347999999994, 55.311672, 55.311672, 56.012848000000005, 55.52608, 55.52608, 52.579572, 56.277480000000004, 56.277480000000004, 53.200896, 55.39516, 55.39516, 57.477199999999996, 55.06372, 52.709292, 57.78456, 57.78456, 61.671032000000004, 61.671032000000004, 67.33781599999999, 63.799892, 63.799892, 63.799892, 63.799892, 63.799892, 63.799892, 63.799892, 60.44386000000001, 57.152552, 57.152552, 49.932612, 53.918876000000004, 53.918876000000004, 53.918876000000004, 49.563235999999996, 49.563235999999996, 46.317064, 46.317064, 46.317064, 46.317064, 39.6198, 39.6198, 44.2506, 50.409428, 47.196196, 49.943391999999996, 47.128612, 47.128612, 44.112068, 40.414159999999995, 36.427915999999996, 36.427915999999996, 36.427915999999996, 39.983343999999995, 37.789080000000006, 37.789080000000006, 37.789080000000006, 35.70704, 35.70704, 35.70704, 30.631772, 28.335887999999997, 28.335887999999997, 24.964987999999998, 21.078516, 21.078516, 24.709912, 24.709912, 27.961292, 27.961292, 27.961292, 27.961292, 27.961292, 27.961292, 27.961292, 27.961292, 23.975028000000002, 20.209267999999998, 20.209267999999998, 20.209267999999998, 17.6324, 17.6324, 17.6324, 17.6324, 15.578468, 17.645536, 21.174872, 18.781803999999998, 18.781803999999998, 18.781803999999998, 18.781803999999998, 18.781803999999998, 18.781803999999998, 16.034608, 12.47918, 12.47918, 12.47918, 12.47918, 12.47918, 8.847784, 8.847784, 5.596404, 5.596404, 10.325404, 10.325404, 10.325404, 10.325404, 10.325404, 10.325404, 10.325404, 19.810523999999997, 19.810523999999997, 19.810523999999997, 19.810523999999997, 23.298804, 23.298804, 23.298804, 21.0228, 21.0228, 21.0228, 21.0228, 21.0228, 21.0228, 21.0228, 21.0228, 21.0228, 18.334636, 21.237692, 21.237692, 21.237692, 22.981224, 20.914156000000002, 20.914156000000002, 23.150464, 26.658936, 26.658936, 26.658936, 26.658936, 26.658936, 26.658936, 29.431444000000003, 29.431444000000003, 29.431444000000003, 29.431444000000003, 33.406112, 33.406112, 31.365275999999998, 29.199251999999998]
P3	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.6555079999999998, 3.6555079999999998, 3.6555079999999998, 3.6555079999999998, 3.6555079999999998, 12.752116, 12.752116, 12.752116, 19.241848, 19.241848, 23.667479999999998, 23.667479999999998, 23.667479999999998, 23.667479999999998, 23.667479999999998, 26.585324, 26.585324, 26.585324, 26.585324, 26.585324, 26.585324, 29.937956, 32.652456, 32.652456, 34.678779999999996, 34.678779999999996, 34.678779999999996, 41.001687999999994, 41.001687999999994, 41.001687999999994, 44.714372000000004, 44.714372000000004, 44.714372000000004, 47.459452, 47.459452, 47.459452, 47.459452, 50.175548000000006, 50.175548000000006, 50.175548000000006, 53.255028, 53.255028, 53.255028, 62.211760000000005, 62.211760000000005, 60.03141600000001, 62.674884, 62.674884, 64.63558, 62.074692, 62.074692, 64.538772, 61.122572, 67.64987599999999, 63.721032, 61.534316, 63.906240000000004, 61.191739999999996, 61.191739999999996, 58.273896, 58.273896, 58.273896, 58.273896, 61.583812, 61.583812, 58.23118, 60.6416, 58.61527600000001, 58.61527600000001, 61.051564, 63.419264, 60.228184, 60.228184, 60.228184, 56.515499999999996, 53.383672000000004, 61.76560800000001, 61.76560800000001, 62.541768, 62.541768, 63.5706, 63.5706, 61.97056, 61.97056, 58.904624000000005, 55.825144, 57.936111999999994, 57.936111999999994, 54.583479999999994, 54.583479999999994, 57.34304, 54.837407999999996, 52.193940000000005, 49.714968, 49.175428, 49.175428, 46.747048, 44.282968, 37.945128, 37.945128, 35.573204000000004, 35.573204000000004, 35.573204000000004, 35.573204000000004, 35.573204000000004, 32.263288, 29.852868, 32.9183, 32.9183, 36.729844, 34.293555999999995, 37.360168, 37.360168, 39.370328, 37.002628, 37.002628, 37.002628, 37.002628, 31.971732000000003, 31.971732000000003, 31.971732000000003, 37.400476, 34.049436, 34.049436, 36.754328, 33.233088, 33.233088, 36.309672, 34.221672, 34.221672, 34.221672, 34.221672, 34.524184000000005, 34.524184000000005, 36.878612, 36.878612, 34.119051999999996, 34.119051999999996, 31.676803999999997, 35.214728, 35.214728, 35.214728, 35.214728, 35.214728, 38.506036, 38.506036, 41.758572, 49.082008, 46.016576, 46.016576, 46.016576, 46.016576, 54.397024, 54.397024, 50.585480000000004, 55.826215999999995, 55.826215999999995, 55.826215999999995, 52.759604, 56.131944, 56.131944, 57.900004, 57.900004, 63.928016, 64.800884, 64.800884, 61.515816, 58.012504, 58.012504, 58.763904, 58.763904, 62.750147999999996, 59.673564, 59.673564, 59.673564, 61.867828, 59.454348, 57.099920000000004, 66.553112, 66.553112, 66.553112, 66.553112, 66.553112, 66.90165999999999, 66.90165999999999, 66.90165999999999, 66.90165999999999, 66.90165999999999, 70.27256, 70.27256, 66.916528, 63.625220000000006, 63.625220000000006, 56.405280000000005, 56.405280000000005, 56.405280000000005, 56.405280000000005, 52.04964, 52.04964, 48.803468, 45.70314, 45.70314, 45.70314, 41.059808, 43.636676, 51.347632, 51.347632, 44.76206, 48.52782, 45.71304, 45.71304, 45.089563999999996, 41.391656, 41.38826, 41.38826, 41.38826, 41.38826, 39.193996, 39.193996, 39.193996, 37.111956, 37.111956, 37.111956, 32.036688000000005, 29.740803999999997, 29.740803999999997, 26.369904, 22.483432, 22.483432, 22.483432, 22.483432, 22.483432, 22.483432, 22.483432, 22.483432, 22.483432, 22.483432, 22.483432, 24.759436, 20.773172000000002, 20.562839999999998, 20.562839999999998, 20.562839999999998, 17.985972, 20.674136, 20.674136, 24.305532, 22.2516, 22.2516, 22.2516, 21.9256, 21.9256, 21.9256, 18.200908, 14.21806, 20.998776, 20.998776, 17.443348, 17.443348, 17.443348, 21.204912, 21.204912, 17.573516, 17.573516, 14.322135999999999, 14.322135999999999, 14.322135999999999, 14.322135999999999, 14.322135999999999, 17.092656, 17.092656, 17.092656, 19.258680000000002, 22.680824, 26.467796, 26.467796, 26.467796, 32.859132, 36.360428, 36.360428, 34.084424, 37.890395999999996, 37.890395999999996, 37.890395999999996, 37.890395999999996, 37.890395999999996, 40.126704000000004, 40.126704000000004, 40.126704000000004, 37.438539999999996, 37.438539999999996, 37.438539999999996, 37.438539999999996, 33.909203999999995, 31.842136, 29.071616, 29.071616, 29.071616, 29.071616, 29.071616, 33.215476, 33.215476, 36.190444, 36.190444, 36.190444, 40.165112, 36.403548, 36.403548, 36.403548, 34.362712, 39.145103999999996]
P4	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.500064, 3.500064, 9.335916, 9.335916, 9.335916, 12.752116, 12.752116, 12.752116, 12.752116, 12.752116, 21.428564, 26.585324, 26.585324, 29.299824, 29.299824, 29.299824, 29.299824, 35.19666, 35.19666, 35.19666, 35.19666, 37.222984, 37.222984, 37.222984, 37.222984, 37.222984, 40.935668, 40.935668, 44.126748, 47.709476, 47.709476, 47.709476, 58.901708, 58.901708, 58.901708, 58.901708, 61.981187999999996, 61.981187999999996, 65.669228, 65.669228, 68.432288, 68.432288, 66.251944, 66.251944, 66.251944, 70.85610799999999, 70.7593, 70.7593, 70.7593, 67.3431, 73.87040400000001, 69.94156000000001, 67.754844, 70.126768, 67.412268, 67.412268, 67.412268, 64.494424, 64.494424, 64.494424, 67.80434, 67.80434, 64.451708, 66.862128, 69.298416, 64.72788800000001, 64.72788800000001, 64.72788800000001, 69.511108, 66.320028, 66.320028, 62.607344, 62.090892, 65.44193200000001, 65.44193200000001, 62.696852, 62.696852, 56.398028, 56.398028, 59.976156, 59.46492799999999, 56.39899200000001, 55.43048, 55.43048, 55.43048, 52.077848, 52.077848, 52.077848, 52.077848, 49.43438, 52.157216, 49.175428, 49.175428, 46.747048, 44.282968, 37.945128, 37.945128, 35.573204000000004, 35.573204000000004, 35.573204000000004, 38.638636, 38.638636, 35.328720000000004, 32.9183, 32.9183, 36.729844, 36.729844, 34.293555999999995, 34.293555999999995, 34.293555999999995, 37.360168, 34.992468, 34.992468, 34.992468, 37.136144, 32.105247999999996, 32.105247999999996, 35.390316, 38.893628, 38.489096, 38.489096, 34.744167999999995, 31.222928, 31.222928, 31.222928, 29.134928, 29.134928, 29.134928, 32.211512, 30.100544000000003, 30.100544000000003, 30.100544000000003, 34.868452, 32.108892, 32.108892, 29.666643999999998, 29.666643999999998, 29.666643999999998, 29.666643999999998, 33.204568, 33.204568, 33.204568, 36.5606, 43.819312, 43.819312, 40.753879999999995, 44.006416, 46.328108, 46.328108, 46.328108, 48.362055999999995, 47.796684, 47.796684, 51.574904, 51.574904, 51.427336000000004, 51.427336000000004, 51.427336000000004, 51.427336000000004, 54.640568, 57.455347999999994, 55.311672, 55.311672, 52.026604, 55.52608, 55.52608, 52.579572, 56.277480000000004, 56.277480000000004, 53.200896, 53.200896, 53.200896, 53.200896, 50.78741599999999, 48.432988, 51.105268, 59.476768, 59.476768, 59.476768, 65.041932, 63.799892, 63.799892, 63.799892, 63.799892, 63.799892, 63.799892, 63.799892, 60.44386000000001, 57.152552, 61.138816, 53.918876000000004, 53.918876000000004, 53.918876000000004, 53.918876000000004, 52.140104, 52.140104, 48.893932, 48.893932, 48.893932, 48.893932, 42.196667999999995, 42.196667999999995, 42.196667999999995, 42.196667999999995, 38.983436, 38.983436, 36.168656, 36.168656, 33.152112, 29.454204, 25.46796, 25.46796, 25.46796, 25.46796, 23.273696, 23.273696, 25.672479999999997, 23.590439999999997, 23.590439999999997, 23.590439999999997, 18.515172, 19.470668, 19.470668, 16.099768, 12.213296, 12.213296, 12.213296, 14.267228000000001, 18.032988, 18.032988, 18.032988, 18.032988, 18.032988, 18.032988, 18.032988, 18.032988, 14.046724, 10.280963999999999, 10.280963999999999, 10.280963999999999, 7.704096000000001, 10.39226, 7.993475999999999, 7.993475999999999, 5.939544, 5.939544, 5.939544, 8.215548, 8.215548, 8.215548, 8.215548, 8.215548, 13.053136000000002, 13.053136000000002, 13.053136000000002, 16.582472, 20.344036, 20.344036, 20.344036, 20.344036, 20.344036, 17.092656, 17.092656, 17.092656, 20.580936, 20.580936, 20.580936, 20.580936, 20.580936, 20.580936, 20.580936, 20.580936, 24.082232, 24.082232, 24.082232, 27.504376000000004, 27.504376000000004, 25.228372, 25.228372, 25.228372, 25.228372, 28.131428000000003, 31.918400000000002, 31.918400000000002, 31.918400000000002, 31.918400000000002, 29.230235999999998, 29.230235999999998, 29.230235999999998, 29.230235999999998, 25.700899999999997, 26.40634, 26.610788000000003, 26.610788000000003, 28.847096, 28.847096, 28.847096, 28.847096, 28.847096, 28.847096, 28.847096, 28.847096, 28.847096, 25.085532, 27.126368, 29.229391999999997, 27.188556000000002, 27.188556000000002, 27.188556000000002]
P5	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.6555079999999998, 3.6555079999999998, 3.6555079999999998, 10.571772, 10.571772, 12.752116, 14.991032, 21.106592, 21.106592, 23.667479999999998, 23.667479999999998, 29.299824, 29.299824, 29.299824, 29.299824, 32.652456, 32.652456, 32.652456, 32.652456, 34.678779999999996, 34.678779999999996, 34.678779999999996, 34.678779999999996, 34.678779999999996, 34.678779999999996, 34.678779999999996, 37.86986, 44.714372000000004, 44.714372000000004, 44.714372000000004, 44.714372000000004, 47.459452, 47.459452, 47.459452, 47.459452, 47.459452, 47.459452, 47.459452, 60.009004, 60.009004, 56.353496, 59.706128, 57.525784, 57.525784, 62.986544, 59.48648, 56.925592, 62.033139999999996, 62.033139999999996, 58.61693999999999, 65.144244, 63.587324, 61.400608, 61.400608, 58.686108000000004, 58.686108000000004, 55.768264, 55.768264, 59.07818, 59.07818, 59.07818, 59.07818, 55.725548, 60.572256, 60.572256, 58.545932, 58.545932, 58.545932, 63.329152, 60.138072, 60.138072, 56.425388, 55.908936, 55.908936, 59.259976, 56.514896, 56.514896, 61.064968, 61.064968, 59.46492799999999, 59.46492799999999, 56.39899200000001, 53.319512, 53.319512, 53.319512, 52.077848, 52.077848, 52.077848, 54.837407999999996, 52.193940000000005, 52.157216, 49.175428, 49.175428, 46.747048, 44.282968, 37.945128, 37.945128, 35.573204000000004, 35.573204000000004, 38.638636, 38.638636, 38.638636, 35.328720000000004, 32.9183, 36.729844, 36.729844, 36.729844, 34.293555999999995, 37.360168, 37.360168, 37.360168, 34.992468, 34.992468, 34.992468, 34.992468, 29.961571999999997, 29.961571999999997, 32.105247999999996, 35.390316, 35.542588, 38.489096, 34.744167999999995, 31.222928, 34.299512, 34.299512, 32.211512, 32.211512, 34.624992, 34.624992, 32.514024, 32.514024, 32.514024, 32.514024, 29.754464000000002, 32.108892, 29.666643999999998, 29.666643999999998, 29.666643999999998, 29.666643999999998, 29.666643999999998, 33.204568, 36.5606, 36.5606, 36.5606, 36.5606, 44.006416, 44.006416, 44.006416, 44.006416, 48.362055999999995, 48.362055999999995, 47.796684, 47.796684, 47.796684, 50.715728000000006, 47.649116, 47.649116, 47.649116, 47.649116, 54.640568, 54.640568, 52.496891999999995, 55.311672, 52.026604, 48.523292, 48.523292, 52.579572, 54.773835999999996, 54.773835999999996, 51.697252000000006, 51.697252000000006, 51.697252000000006, 57.477199999999996, 55.06372, 55.381572, 55.381572, 57.78456, 57.78456, 57.78456, 63.966916, 63.799892, 63.799892, 63.799892, 67.07102, 67.07102, 67.07102, 67.07102, 63.71498799999999, 60.423680000000004, 60.423680000000004, 53.203739999999996, 53.203739999999996, 56.9695, 56.9695, 52.61386, 52.61386, 49.367688, 49.367688, 51.570628, 51.570628, 44.873364, 44.873364, 44.873364, 44.873364, 41.660132, 41.660132, 41.422219999999996, 41.422219999999996, 42.388524, 41.083684, 37.09744, 37.09744, 37.09744, 37.09744, 34.903176, 34.903176, 34.903176, 36.376564, 36.376564, 36.376564, 31.301296, 29.005412000000003, 34.69074, 31.31984, 27.433368, 27.433368, 27.433368, 27.433368, 27.433368, 27.433368, 27.433368, 26.438244, 26.438244, 26.438244, 26.438244, 26.438244, 26.438244, 22.672484, 22.672484, 22.672484, 20.095616, 20.095616, 22.78378, 22.78378, 20.729848, 20.729848, 18.526908, 16.13384, 16.13384, 16.13384, 16.13384, 14.21806, 14.21806, 17.747396, 14.191968, 14.191968, 14.191968, 14.191968, 14.191968, 10.560572, 10.560572, 14.322135999999999, 18.528996, 18.528996, 18.528996, 18.528996, 18.528996, 18.528996, 24.787796, 24.787796, 24.787796, 24.787796, 24.787796, 28.296268, 31.797564, 34.772532, 34.772532, 35.918672, 38.821728, 38.821728, 38.821728, 38.821728, 38.821728, 38.821728, 38.821728, 38.821728, 36.133564, 36.133564, 36.133564, 38.906072, 35.376735999999994, 33.309667999999995, 30.539148, 30.539148, 30.539148, 30.539148, 33.979092, 33.979092, 33.979092, 36.223252, 36.223252, 36.223252, 36.223252, 36.24866, 36.24866, 39.573616, 37.53278, 35.366756, 35.366756]
